"EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"ANG3104","17-May-2017",2017,"Protests","Excessive force against protesters","Protesters (Angola)","","Police Forces of Angola (1975-)","","Middle Africa","Angola","Luanda","Cacuaco","Cacuaco","Cacuaco",-8.777,13.372,"VOA","International","Demonstrators gathered to support 7 activists arrested in April. The police dispersed the demonstration. At lease 5 of the demonstrators were arrested and others were beaten. One of the victims suffered serious injuries.",0
"ANG3119","24-June-2017",2017,"Protests","Excessive force against protesters","Protesters (Angola)","MPPLT: Lunda Tchokwe Portuguese Protectorate Movement","Police Forces of Angola (1975-)","","Middle Africa","Angola","Lunda Norte","Cuango","Cuango","Cafunfo",-8.78,17.99,"AFP; VOA","International","On 24 June 2017, police fired on MPPLT supporters who demonstrated, demanding the independence of the Lunda Chokwe Protectorate in Cafunfo (Cuango, Lunda Norte). 1 person was injured. [size=no report]",0
"ANG3120","24-June-2017",2017,"Protests","Excessive force against protesters","Protesters (Angola)","MPPLT: Lunda Tchokwe Portuguese Protectorate Movement","Police Forces of Angola (1975-)","","Middle Africa","Angola","Lunda Norte","Xa-Muteba","Iongo","Cuango",-9.133,18.05,"AFP; VOA","International","On 24 June 2017, a thousand MPPLT supporters held a demonstration for independence for the Lunda Protectorate in Cuango (Xa-Muteba, Lunda Norte). Police fired on the protesters, killing 1 person and injuring 13 people. They then arrested 51 protesters. [size=thousand]",1
"ANG3126","22-July-2017",2017,"Protests","Excessive force against protesters","Police Forces of Angola (1975-)","","Protesters (Angola)","","Middle Africa","Angola","Luanda","Belas","Viana Sede","Zango",-9.007,13.26,"VOA","International","An Angolan youth was shot and killed by police officers when he set fire to the MPLA flag in protest the day before national elections.",1
"ANG3132","29-July-2017",2017,"Protests","Excessive force against protesters","Protesters (Angola)","MPPLT: Lunda Tchokwe Portuguese Protectorate Movement","Police Forces of Angola (1975-)","","Middle Africa","Angola","Lunda Norte","Capenda-Camulemba","Kapenda Kamulemba","Muanha",-9.45,18.45,"VOA","International","On 29 July 2017, police forcefully suppressed a protest by MPPLT supporters, demanding the independence of Lunda in Cfunfo and Muanha (Capenda-Camulemba, Lunda Norte). 7 people were injured and 38 were arrested. The demonstration had been called by the Lundas Protectorate Movement that fights for the autonomy of the region. [size=no report]",0
"ANG3131","29-July-2017",2017,"Protests","Excessive force against protesters","Protesters (Angola)","MPPLT: Lunda Tchokwe Portuguese Protectorate Movement","Police Forces of Angola (1975-)","","Middle Africa","Angola","Lunda Norte","Cuango","Cuango","Cafunfo",-8.78,17.99,"VOA","International","On 29 July 2017, police forcefully suppressed a protest by MPPLT supporters demanding the independence of Lunda in Cafunfo (Cuango, Lunda Norte) and Muanha. 7 people were injured and 38 were arrested. The demonstration had been called by the Lundas Protectorate Movement that fights for the autonomy of the region. [size=no report]",0
"ANG3160","16-December-2017",2017,"Protests","Excessive force against protesters","Police Forces of Angola (1975-)","","Protesters (Angola)","","Middle Africa","Angola","Cabinda","Cabinda","Cabinda","Cabinda",-5.576,12.187,"VOA; Journal 8","National-International","A group of people gathers in Cabinda to protest against violations of human rights, civilian murders, corruption and social degradation. Police arrests 29. Some of the activists who were arrested before managing to start their protest in Cabinda were allegedly tortured.",0
"ANG3173","24-February-2018",2018,"Protests","Excessive force against protesters","Protesters (Angola)","MPPLT: Lunda Tchokwe Portuguese Protectorate Movement","Police Forces of Angola (1975-)","","Middle Africa","Angola","Lunda Norte","Cuango","Cuango","Cafunfo",-8.78,17.99,"VOA","International","On 24 February 2018, police fired live shots at around 4,000 protesters from the Lunda Chokwe protectorate movement who took to the streets in Cafunfu (Cuango, Lunda Norte) to call for the independence of the Lunda kingdom. 1 killed and 8 injured. Another citizen was allegedly tortured by police. 101 people were detained after the protests in Cafunfo as well as ahead of similar protests planned in Cuango and Capenda-Camulemba. [size=around 4,000]",1
"ANG3225","17-November-2018",2018,"Protests","Excessive force against protesters","Protesters (Angola)","","Military Forces of Angola (1975-)","Police Forces of Angola (1975-)","Middle Africa","Angola","Lunda Norte","Cuango","Cuango","Cafunfo",-8.78,17.99,"VOA; Maka Angola","National-International","On Nov 17, Angolan military and police forces responded to a protest in the town of Cafunfo by firing at protesters and beating up a number of them for about 2 hours. 73 were arrested and 4 hospitalised, including one in serious condition.",0
"ANG3295","15-October-2019",2019,"Protests","Excessive force against protesters","Protesters (Angola)","MRAN: Revolutionary Movement of Angola","Police Forces of Angola (1975-)","","Middle Africa","Angola","Luanda","Luanda","Maianga","Luanda",-8.838,13.234,"24 Horas","National","On Oct 15th 2019, in Luanda, a demonstration against unemployment was held. Police beat protesters to disperse the crowd. No fatalities reported. [size=20]",0
"ANG3350","16-October-2019",2019,"Protests","Excessive force against protesters","Protesters (Angola)","","Police Forces of Angola (1975-)","","Middle Africa","Angola","Luanda","Luanda","Maianga","Luanda",-8.838,13.234,"O Pais","National","On 16 October 2019, a demonstration against unemployment was held in Luanda (Luanda). Police officers used tear gas and dogs to disperse the crowd. Many people were injured. [size=at least many]",0
"ANG3309","20-December-2019",2019,"Protests","Excessive force against protesters","Protesters (Angola)","Former Military Forces of Angola (1975-)","Police Forces of Angola (1975-)","","Middle Africa","Angola","Huambo","Huambo","Huambo","Huambo",-12.776,15.739,"Ango Noticias","National","On December 20 2019, former soldiers of the Angolan Armed Forces held a protest in Huambo (Huambo, Huambo) claiming their place in the ranks of the National Police. Police forces shot at protesters to disperse the crowd. At least three people were injured. No fatalities reported. [size=more than 500]",0
"ANG3326","09-March-2020",2020,"Protests","Excessive force against protesters","Protesters (Angola)","","Police Forces of Angola (1975-)","","Middle Africa","Angola","Luanda","Luanda","Maianga","Luanda",-8.838,13.234,"Angola Press Agency","National","On 9 March 2020, young people held a protest in Luanda (Luanda, Luanda), against a supposedly public recruitment at the Military Recruitment Directorate (DRM) that they only became aware of via social media. The police used toxic bombs and fired on the crowd. One man was killed. [size=no report]",1
"ANG3369","05-August-2020",2020,"Protests","Excessive force against protesters","Protesters (Angola)","Labour Group (Angola)","Police Forces of Angola (1975-)","","Middle Africa","Angola","Bengo","Dande","Caxito","Caxito",-8.58,13.664,"Correio da Kianda; Policia Nacional de Angola","Other-National","On 5 August 2020, dozens of people staged a demonstration in Caxito (Dande, Bengo) in support of employees who had not received their wages and against the lack of water supply in the region. Police used tear gas and live fire to disperse the demonstrators for not obeying protest and coronavirus-related rules. Police also ran over the coordinator, arresting him and other 3 people. [size=dozens]",0
"ANG3391","17-September-2020",2020,"Protests","Excessive force against protesters","Protesters (Angola)","","Police Forces of Angola (1975-)","","Middle Africa","Angola","Malanje","Calandula","Kota","Calandula",-9.133,15.967,"DW; VOA; Angola Press Agency; Jornal de Angola","National-International","On 17 September 2020, 10 demonstrators were beaten and arrested by the police in Calandula (Calandula, Malanje) as the group were preparing to demonstrate against the living conditions in the province and to demand the exoneration of the local administrator. The group was released on 24 September 2020. [size=at least 10]",0
"ANG3392","19-September-2020",2020,"Protests","Excessive force against protesters","Protesters (Angola)","","Police Forces of Angola (1975-)","","Middle Africa","Angola","Malanje","Malanje","Malanje","Malanje",-9.545,16.345,"VOA","International","On 19 September 2020, 15 demonstrators were beaten and arrested by the police in Malanje (Malanje, Malanje) as the group was preparing a vigil against the police intervention in another demonstration on 17 September (coded separately). One demonstrator was injured and taken to the hospital. [size=at least 15]",0
"ANG3410","11-November-2020",2020,"Protests","Excessive force against protesters","Protesters (Angola)","","Police Forces of Angola (1975-)","","Middle Africa","Angola","Malanje","Malanje","Malanje","Malanje",-9.545,16.345,"VOA","International","On 11 November 2020, people gathered in the streets in Malanje (Malanje, Malanje) for a demonstration to demand jobs, local elections, better life quality, among other things during Angola's Independence Day. A man was shot and injured by a police officer. The police arrested several dozen people, preventing the demonstration from taking place. [size=no report]",0
"ANG3450","30-January-2021",2021,"Protests","Excessive force against protesters","Protesters (Angola)","MPPLT: Lunda Tchokwe Portuguese Protectorate Movement; Protesters (Democratic Republic of Congo)","Police Forces of Angola (1975-)","Military Forces of Angola (1975-)","Middle Africa","Angola","Lunda Norte","Cuango","Cuango","Cafunfo",-8.78,17.99,"VOA; O Pais; 24 Horas; Correio da Kianda; Novo Journal; AFP; Lusa; HRW; Club K; Angola Press Agency; Jornal de Angola; GardaWorld; Ango Noticias","Other-National","On 30 January 2021, around 300 people, including DRC nationals, linked to the MPPLT, gathered in the proximities of a police unit in Cafunfo (Cuango, Luanda Norte) in a demonstration against the government's policies towards the region. The police and armed forces opened fire against the group, killing between 6 and 27 people. Several were injured, including a police officer and a member of the armed forces, and several are missing. 16 people were arrested. Disputing independent reports, the police denied that the demonstrators were unarmed and accused them of attacking a police unit; they confirmed 6 fatalities. Fatalities coded as 6. [size=around 300]",6
