Country killed,Country killed (group),Coverage,Date,Date 1 New,Date1,Date2,Freelance,Impunity for murder,Job,Local Foreign,Medium,Name,Nationality,Number,Organization,Point,Sex,Source fire,Taken captive,Threatened,Tortured,Type,Type (group),Type death,Type death (group),Type death (group) 1,Year,Number of Records,X,Y
Algeria,Algeria,Politics,"february 10, 1996",2/10/1996,"february 10, 1996",,No,Yes,Editor,Local,Print,Abdallah Bouhachek,Algeria,54,RÃ©volution et Travail,54,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-49.358638358,-10.581665601
Algeria,Algeria,,"february 11, 1996",2/11/1996,"february 11, 1996",,No,Yes,Print Reporter,Local,Print,Allaoua Ait M'barak,Algeria,55,Le Soir d'AlgÃ©rie,55,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-46.724001992,-20.267959174
Algeria,Algeria,,"february 11, 1996",2/11/1996,"february 11, 1996",,No,Yes,Print Reporter,Local,Print,Mohamed Dorbane,Algeria,56,Le Soir d'AlgÃ©rie,56,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-42.239262022,-29.247895765
Algeria,Algeria,,"february 11, 1996",2/11/1996,"february 11, 1996",,No,Yes,Print Reporter,Local,Print,Djamel Derraz,Algeria,57,Le Soir d'AlgÃ©rie,57,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-36.092987450,-37.182786383
Algeria,Algeria,,"march 12, 1996",3/12/1996,"march 12, 1996",,No,Yes,Photographer,Local,Print,Djilali Arabidou,Algeria,58,AlgÃ©rie-ActualitÃ©,58,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-28.531579298,-43.782161683
Algeria,Algeria,Politics,"august 12, 1996",8/12/1996,"august 12, 1996",,No,Yes,Columnist,Local,Radio,Mohamed Guessab,Algeria,59,Algerian Radio,59,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-19.847675584,-48.812504611
Algeria,Algeria,Human Rights,"june 14, 2001",6/14/2001,"june 14, 2001",,No,,Print Reporter,Local,Print,Fadila Nejma,Algeria,60,Echourouk,60,Male,Political Group,No,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2001,1,-10.367546158,-52.103395664
Algeria,Algeria,Human Rights,"june 14, 2001",6/14/2001,"june 14, 2001",,No,,Print Reporter,Local,Print,Adel Zerrouk,Algeria,61,Al-Rai,61,Male,Political Group,No,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2001,1,-0.438004214,-53.551041203
Angola,Angola,Politics,"october 20, 1992",10/20/1992,"october 20, 1992",,Yes,Yes,Print Reporter,Local,Print,Fernando Marcelino,Angola,1,Jango,1,Male,Military Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1992,1,-3.090169944,-9.510565163
Angola,Angola,War,"may  1, 1993",5/1/1993,"may  1, 1993",,No,Yes,Broadcast,Local,Radio,Jose Manuel,Angola,2,Benguela Province Radio,2,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,1993,1,7.773190463,-9.498410343
Angola,Angola,War,"may 1, 1993",5/1/1993,"may 1, 1993",,No,Yes,Broadcast,Local,Radio,Jose Maria dos Santos,Angola,3,Radio Morena,3,Male,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,1993,1,14.091306992,-0.990859251
Angola,Angola,War,"august 23, 1993",8/23/1993,"august 23, 1993",,No,,Broadcast,Local,Television,Elpidio Inacio,Angola,4,Televisao Popular de Angola,4,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,1993,1,12.642991314,9.368294483
Angola,Angola,War,"june 16, 1994",6/16/1994,"june 16, 1994",,No,,Technician,Local,Radio,Artur Gilela,Angola,5,Radio Nacional de Angola,5,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,1994,1,5.037593584,16.425388861
Angola,Angola,"Politics, War","january 18, 1995",1/18/1995,"january 18, 1995",,No,Yes,Editor,Local,Print,Ricardo de Mello,Angola,6,Imparcial Fax,6,Male,Military Officials,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,1995,1,-5.193030175,17.760275011
Angola,Angola,"Culture, Politics","october 30, 1996",10/30/1996,"october 30, 1996",,No,Yes,Broadcast,Local,Television,Antonio Casemero,Angola,7,Televisao Popular de Angola,7,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-14.493130968,13.391292603
Angola,Angola,"Corruption, Politics","june  5, 1998",6/5/1998,"june  5, 1998",,No,Yes,Print Reporter,Local,Print,Simao Roberto,Angola,8,Journal de Angola,8,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1998,1,-20.290584026,4.946738521
Angola,Angola,,"august 31, 1999",8/31/1999,"august 31, 1999",,Unknown,,,Unknown,,Mauricio Cristovao,Unknown,9,Radio 5,9,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,1999,1,-21.345366462,-5.216451179
Angola,Angola,Sports,"january  9, 2010",1/9/2010,"january  9, 2010",,Yes,,"Broadcast, Columnist",Foreign,Television,Stanislas Ocloo,Togo,10,TÃ©lÃ©vision Togolaise,10,Male,Political Group,Unknown,,Unknown,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2010,1,-17.674835018,-14.730231596
Angola,Angola,Politics,"september  5, 2010",9/5/2010,"september  5, 2010",,No,Yes,Broadcast,Local,Radio,Alberto Graves Chakussanga,Angolan,11,Radio Despertar,11,Male,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2010,1,-10.251222035,-21.696573791
Argentina,Argentina,,"november 15, 1993",11/15/1993,"november 15, 1993",,Unknown,,,Unknown,,Mario Bonino,Argentina,1,Union de Trabajadores,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,1993,1,-3.090169944,-9.510565163
Argentina,Argentina,Crime,"january 25, 1997",1/25/1997,"january 25, 1997",,No,No,Photographer,Local,Print,JosÃ© Luis Cabezas,Argentina,2,Noticias,2,Male,Criminal Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1997,1,7.773190463,-9.498410343
Argentina,Argentina,"Business, Corruption, Crime","may 13, 1999",5/13/1999,"may 13, 1999",,No,Yes,"Editor, Publisher",Local,Print,Ricardo Gangeme,Argentina,3,El Informador Chubutense,3,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1999,1,14.091306992,-0.990859251
Argentina,Argentina,,"september  4, 2010",9/4/2010,"september  4, 2010",,Unknown,,,Unknown,,Adams Ledesma Valenzuela,Bolivia,4,Mundo Villa and Mundo Villa TV,4,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2010,1,12.642991314,9.368294483
Armenia,Armenia,,"december 28, 2002",12/28/2002,"december 28, 2002",,Unknown,,,Unknown,,Tirgran Nagdalian,Unknown,1,Armenia Public Television,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2002,1,-3.090169944,-9.510565163
Azerbaijan,Azerbaijan,"Human Rights, War","june 15, 1992",6/15/1992,"june 15, 1992",,No,,"Photographer, Print Reporter",Local,Print,Chingiz Fuad-ogly Mustafayev,Azerbaijan,1,DR-Press,1,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,1992,1,-3.090169944,-9.510565163
Azerbaijan,Azerbaijan,War,"march 17, 1995",3/17/1995,"march 17, 1995",,No,,Camera Operator,Local,Television,Adil Bunyatov,Azerbaijan,2,Reuters TV and Turan News Agency,2,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,1995,1,7.773190463,-9.498410343
Azerbaijan,Azerbaijan,"Corruption, Politics","march 2, 2005",3/2/2005,"march 2, 2005",,No,Yes,Editor,Local,Print,Elmar Huseynov,Azerbaijan,3,Monitor,3,Male,Government Officials,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,14.091306992,-0.990859251
Azerbaijan,Azerbaijan,Culture,"august 17, 2009",8/17/2009,"august 17, 2009",,No,,Editor,Local,Print,Novruzali Mamedov,Azerbaijan,4,Talyshi Sado,4,Male,Government Officials,Unknown,,Unknown,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2009,1,12.642991314,9.368294483
Azerbaijan,Azerbaijan,"Culture, Politics","november 23, 2011",11/23/2011,"november 23, 2011",,Yes,Yes,Internet Reporter,Local,Internet,Rafiq Tagi,Azerbaijan,5,Freelance,5,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2011,1,5.037593584,16.425388861
Azerbaijan,Azerbaijan,,"august  9, 2015",8/9/2015,"august  9, 2015",,Unknown,,,Unknown,,Rasim Aliyev,Azerbaijan,6,"Institute for Reportersâ Freedom and Safety, Azerbaijan News Network",6,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2015,1,-5.193030175,17.760275011
Bahrain,Bahrain,"Business, Culture, Human Rights, Politics","april  9, 2011",4/9/2011,"april  9, 2011",,Yes,,"Editor, Internet Reporter",Local,Internet,Zakariya Rashid Hassan al-Ashiri,Egypt,1,Freelance,1,Male,Government Officials,Unknown,,Unknown,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2011,1,-3.090169944,-9.510565163
Bahrain,Bahrain,"Human Rights, Politics","april 12, 2011",4/12/2011,"april 12, 2011",,Yes,,Publisher,Local,Print,Karim Fakhrawi,Bahrain,2,Al-Wasat,2,Male,Government Officials,Unknown,,Unknown,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2011,1,7.773190463,-9.498410343
Bahrain,Bahrain,"Human Rights, Politics","march 31, 2012",3/31/2012,"march 31, 2012",,Yes,,Camera Operator,Local,Internet,Ahmed Ismail Hassan,Bahrain,3,Freelance,3,Male,Paramilitary Group,Unknown,No,Unknown,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2012,1,14.091306992,-0.990859251
Bangladesh,Bangladesh,Politics,"february 19, 1996",2/19/1996,"february 19, 1996",,No,,Print Reporter,Local,Print,Mohammad Quamruzzaman,Bangladesh,1,Neel Sagar,1,Male,Military Officials,No,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,1996,1,-3.090169944,-9.510565163
Bangladesh,Bangladesh,,"june 19, 1996",6/19/1996,"june 19, 1996",,Unknown,,,Unknown,,S.M. Alauddin,Unknown,2,Ogrodoot,2,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,1996,1,7.773190463,-9.498410343
Bangladesh,Bangladesh,"Corruption, Crime, Human Rights","august 30, 1998",8/30/1998,"august 30, 1998",,No,Yes,"Editor, Publisher",Local,Print,Saiful Alam Mukul,Bangladesh,3,Daily Runner,3,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1998,1,14.091306992,-0.990859251
Bangladesh,Bangladesh,Politics,"january 15, 2000",1/15/2000,"january 15, 2000",,No,Yes,"Columnist, Editor",Local,Print,Mir Illias Hossain,Bangladesh,4,Dainik Bir Darpan,4,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2000,1,12.642991314,9.368294483
Bangladesh,Bangladesh,Crime,"july 16, 2000",7/16/2000,"july 16, 2000",,Yes,Yes,"Broadcast, Print Reporter",Local,"Print, Radio",Shamsur Rahman,Bangladesh,5,Janakantha,5,Male,Criminal Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2000,1,5.037593584,16.425388861
Bangladesh,Bangladesh,"Business, Corruption, Crime","april 21, 2001",4/21/2001,"april 21, 2001",,No,Yes,Print Reporter,Local,Print,Nahar Ali,Bangladesh,6,Anirban,6,Male,Government Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2001,1,-5.193030175,17.760275011
Bangladesh,Bangladesh,,"july 20, 2001",7/20/2001,"july 20, 2001",,Unknown,,,Unknown,,Ahsan Ali,Unknown,7,Freelancer,7,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2001,1,-14.493130968,13.391292603
Bangladesh,Bangladesh,"Corruption, Crime","march 2, 2002",3/2/2002,"march 2, 2002",,No,Yes,Print Reporter,Local,Print,Harunur Rashid,Bangladesh,8,Dainik Purbanchal,8,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2002,1,-20.290584026,4.946738521
Bangladesh,Bangladesh,"Corruption, Crime","july  5, 2002",7/5/2002,"july  5, 2002",,No,Yes,Print Reporter,Local,Print,Shukur Hossain,Bangladesh,9,Anirban,9,Male,Political Group,Unknown,,No,Motive Confirmed,Other,Murder,Murder,Murder,2002,1,-21.345366462,-5.216451179
Bangladesh,Bangladesh,,"august  3, 2002",8/3/2002,"august  3, 2002",,Unknown,,,Unknown,,Syed Farroque Ahmed,Unknown,10,Pubali Barta,10,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2002,1,-17.674835018,-14.730231596
Bangladesh,Bangladesh,"Crime, Politics","january 15, 2004",1/15/2004,"january 15, 2004",,No,Partial,Print Reporter,Local,Print,Manik Saha,Bangladesh,11,New Age,11,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2004,1,-10.251222035,-21.696573791
Bangladesh,Bangladesh,"Corruption, Crime","june 27, 2004",6/27/2004,"june 27, 2004",,No,Partial,Editor,Local,Print,Humayun Kabir,Bangladesh,12,Janmabhumi,12,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2004,1,-0.615119571,-24.936340482
Bangladesh,Bangladesh,Crime,"august 22, 2004",8/22/2004,"august 22, 2004",,No,Yes,Print Reporter,Local,Print,Kamal Hossain,Bangadesh,13,Ajker Kagoj,13,Male,Criminal Group,Yes,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2004,1,9.499876598,-24.046943024
Bangladesh,Bangladesh,,"october  2, 2004",10/2/2004,"october  2, 2004",,Unknown,,,Unknown,,Diponkar Chakrabarty,Unknown,14,Durjoy Bangla,14,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2004,1,18.476275687,-19.322952385
Bangladesh,Bangladesh,,"february 11, 2005",2/11/2005,"february 11, 2005",,No,Yes,Print Reporter,Local,Print,Sheikh Belaluddin,Bangladesh,15,Sangram,15,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,25.030744782,-11.593410284
Bangladesh,Bangladesh,"Corruption, Crime, Politics","november 17, 2005",11/17/2005,"november 17, 2005",,No,Partial,Print Reporter,Local,Print,Gautam Das,Bangladesh,16,Samakal,16,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,28.337408412,-2.022082411
Bangladesh,Bangladesh,,"february 11, 2012",2/11/2012,"february 11, 2012",,Unknown,,,Unknown,,Meherun Runi,Bangladesh,17,ATN Bangla Television,17,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2012,1,28.066078448,8.093584670
Bangladesh,Bangladesh,,"february 11, 2012",2/11/2012,"february 11, 2012",,Unknown,,,Unknown,,Golam Mustofa Sarowar,Bangladesh,18,Maasranga Television,18,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2012,1,24.352408974,17.499993484
Bangladesh,Bangladesh,Crime,"june 15, 2012",6/15/2012,"june 15, 2012",,No,Yes,Print Reporter,Local,Print,Jamal Uddin,Bangladesh,19,Gramer Kagoj,19,Male,Criminal Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2012,1,17.719803248,25.126596375
Bangladesh,Bangladesh,"Corruption, Human Rights, Politics","february 15, 2013",2/15/2013,"february 15, 2013",,Yes,No,Internet Reporter,Local,Internet,Ahmed Rajib Haider,Bangladesh,20,Freelance,20,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2013,1,8.972643657,30.180268647
Bangladesh,Bangladesh,,"march  2, 2014",3/2/2014,"march  2, 2014",,Unknown,,,Unknown,,Shah Alam Sagar,Bangladesh,21,Oporadh Domon,21,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2014,1,-0.921789809,32.194744074
Bangladesh,Bangladesh,Crime,"may 21, 2014",5/21/2014,"may 21, 2014",,No,Yes,Print Reporter,Local,Print,Sadrul Alam Nipul,Bangladesh,22,Dainik Mathabhanga,22,Male,Criminal Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,-10.948614144,31.039495214
Bangladesh,Bangladesh,,"august 27, 2014",8/27/2014,"august 27, 2014",,Unknown,,,Unknown,,Nurul Islam Faruqi,Bangladesh,23,Channel i Television,23,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2014,1,-20.147423952,26.895236538
Bangladesh,Bangladesh,"Culture, Human Rights, Politics","february 26, 2015",2/26/2015,"february 26, 2015",,Yes,Yes,"Internet Reporter, Print Reporter",Foreign,"Print, Internet",Avijit Roy,United States,24,Freelance,24,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-27.694347153,20.204608015
Bangladesh,Bangladesh,"Culture, Human Rights, Politics","march 30, 2015",3/30/2015,"march 30, 2015",,Yes,Yes,Internet Reporter,Local,Internet,Washiqur Rahman Babu,Bangladesh,25,Freelance,25,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-32.960527606,11.606868101
Bangladesh,Bangladesh,"Culture, Human Rights, Politics","may 12, 2015",5/12/2015,"may 12, 2015",,Yes,Yes,"Internet Reporter, Print Reporter",Local,"Print, Internet",Ananta Bijoy Das,Bangladesh,26,Freelance,26,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-35.546225433,1.864887026
Bangladesh,Bangladesh,"Culture, Human Rights, Politics","august  7, 2015",8/7/2015,"august  7, 2015",,Yes,Yes,Internet Reporter,Local,Internet,Niloy Neel,Bangladesh,27,Freelance,27,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-35.291866418,-8.208346658
Bangladesh,Bangladesh,,"october 31, 2015",10/31/2015,"october 31, 2015",,No,Yes,Publisher,Local,Print,Faisal Arefin Dipan,Bangladesh,28,Jagriti Prokashoni,28,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-32.268908622,-17.817881811
Bangladesh,Bangladesh,,"december 24, 2015",12/24/2015,"december 24, 2015",,Unknown,,,Unknown,,Mashiur Rahman Utsho,Bangladesh,29,Juger Alo,29,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2015,1,-26.754368755,-26.245312397
Belarus,Belarus,,"march  1, 1994",3/1/1994,"march  1, 1994",,Unknown,,,Unknown,,Alexander Chulanov,Unknown,1,Belarus National Television,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,1994,1,-3.090169944,-9.510565163
Belarus,Belarus,,"october 30, 2002",10/30/2002,"october 30, 2002",,Unknown,,,Unknown,,Mykhailo Kolomyets,Unknown,2,Ukrainski Novyny,2,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2002,1,7.773190463,-9.498410343
Belarus,Belarus,War,"november 28, 2003",11/28/2003,"november 28, 2003",,No,Yes,Camera Operator,Local,Television,Dmitry Zavadsky,Belarus,3,ORT,3,Male,Government Officials,Yes,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2003,1,14.091306992,-0.990859251
Belarus,Belarus,,"october 20, 2004",10/20/2004,"october 20, 2004",,Unknown,,,Unknown,,Veronika Cherkasova,Unknown,4,Solidarnost,4,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2004,1,12.642991314,9.368294483
Belarus,Belarus,,"october 17, 2005",10/17/2005,"october 17, 2005",,Unknown,,,Unknown,,Vasily Grodnikov,Unknown,5,Narodnaya Volya,5,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2005,1,5.037593584,16.425388861
Belarus,Belarus,"Corruption, Politics","september  3, 2010",9/3/2010,"september  3, 2010",,No,Yes,"Editor, Publisher",Local,Internet,Aleh Byabenin,Belarus,6,Charter 97,6,Male,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2010,1,-5.193030175,17.760275011
Bolivia,Bolivia,Human Rights,"july 29, 2001",7/29/2001,"july 29, 2001",,Yes,,Print Reporter,Local,Print,Juan Carlos Encinas,Bolivia,1,Freelancer,1,Male,Political Group,No,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2001,1,-3.090169944,-9.510565163
Bolivia,Bolivia,Politics,"march 29, 2008",3/29/2008,"march 29, 2008",,No,Yes,Broadcast,Local,Radio,Carlos Quispe Quispe,Bolivia,2,Radio Municipal,2,Male,Mob Violence,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2008,1,7.773190463,-9.498410343
Bolivia,Bolivia,,"april 20, 2011",4/20/2011,"april 20, 2011",,Unknown,,,Unknown,,David NiÃ±o de GuzmÃ¡n,Bolivia,3,Agencia de Noticias Fides,3,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2011,1,14.091306992,-0.990859251
Bosnia,Bosnia,War,"april  9, 1992",4/9/1992,"april  9, 1992",,No,Yes,Print Reporter,Local,Print,Kjasif Smajlovic,Bosnia-Herzegovina,1,Oslobodjenje,1,Male,Paramilitary Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1992,1,-3.090169944,-9.510565163
Bosnia,Bosnia,War,"april 14, 1992",4/14/1992,"april 14, 1992",,No,Yes,Broadcast,Local,Radio,Kruno Marinovic,Bosnia-Herzegovina,2,Croatian State Radio,2,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1992,1,7.773190463,-9.498410343
Bosnia,Bosnia,War,"may 17, 1992",5/17/1992,"may 17, 1992",,No,,Photographer,Foreign,Print,Jordi Pujol,Spain,3,Avui,3,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,1992,1,14.091306992,-0.990859251
Bosnia,Bosnia,War,"june 17, 1992",6/17/1992,"june 17, 1992",,No,,Print Reporter,Foreign,Print,Ivo Standeker,Slovenia,4,Mladina,4,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,1992,1,12.642991314,9.368294483
