Actor1,Actor2,Admin1,Admin2,Admin3,Assoc Actor 1,Assoc Actor 2,Country,Event Date,Event Id Cnty,Event ID Irrespective,Event Id No Cnty,Event Type,Latitude,Location,Longitude,Notes,Region,Source,Source Scale,Year,"Annual Fatalities Per 100,000 Population","Events Per 100,000 Population",Fatalities,Geo Precision,Inter1,Inter2,Interaction,Iso,Latitude1,Long Name of Region,Longitude1,Name of Region for Title Sheet,Number of Records,Population,Rounded Latitude to 30min,Rounded Longitude to 30min,Short Name of Region,Time Precision
Operation Restoring Hope,Civilians (Yemen),Al Hudaydah,Al Garrahi,,,,Yemen,1/1/2018,,7870,7870,Remote violence,14,Al Jirbah,43.5,Saudi warplanes reportedly hit a gas station next to a popular market in Jarrahi with an airstrike missile. Pro-Houthi Saba news reported a fatality count of 30 civilians. Fox News later updated the fatality count to 23 civilians.,Middle East,Xinhua General News Service; Yemen News Agency (SABA); Fox News,International-National,2018,1.878564787,0.08167673,23,1,8,7,78,887,14.1627,Middle East: Yemen: Al Hudaydah: Al Garrahi: Al Jirbah,43.4541,Middle East: Yemen: Al Hudaydah: Al Garrahi: Al Jirbah,1,969272.4,14,43.5,,1
Military Forces of Yemen (2016-) Supreme Political Council,Civilians (Saudi Arabia),Jizan,Jazan,,,,Saudi Arabia,4/7/2018,,3468,3468,Remote violence,17,Jizan,42.5,A child was wounded by a Houthi-fired rocket in the southern Saudi city of Jizan.,Middle East,Saudi Press Agency,National,2018,0,0.171323842,0,1,8,7,78,682,16.8892,Middle East: Saudi Arabia: Jizan: Jazan: Jizan,42.5511,Middle East: Saudi Arabia: Jizan: Jazan: Jizan,1,462089.8,17,42.5,,1
Operation Restoring Hope,Civilians (Yemen),Al Hudaydah,Alluheyah,,Military Forces of Saudi Arabia (2015-),,Yemen,8/1/2018,,7996,7996,Remote violence,15.5,Al Khawbah,42.5,5 civilian employees were killed when Saudi warplanes launched multiple airstrikes on the Fishery Wealth office in Khubah port of Luhaia district.,Middle East,Yemen News Agency (SABA),National,2018,1.927528794,0.385505759,5,1,8,7,78,887,15.5365,Middle East: Yemen: Al Hudaydah: Alluheyah: Al Khawbah,42.7448,Middle East: Yemen: Al Hudaydah: Alluheyah: Al Khawbah,1,205358.8,15.5,42.5,,1
Operation Restoring Hope,Civilians (Yemen),Al Hudaydah,Bayt Al Faqiah,,,,Yemen,10/6/2018,,20772,20772,Remote violence,14.5,Al Husayniyah,43.5,A Saudi-led coalition air raid was reported on the main road of Al Husayniyah area of Bayt al Faqiah district south of Al Hudaydah in western Yemen for the second day in the row. A number of citizens were reported injured.,Middle East,Yemen News Agency,National,2018,0,0.101634324,0,1,8,7,78,887,14.3551,Middle East: Yemen: Al Hudaydah: Bayt Al Faqiah: Al Husayniyah,43.3206,Middle East: Yemen: Al Hudaydah: Bayt Al Faqiah: Al Husayniyah,1,778939.6,14.5,43.5,,1
Operation Restoring Hope,Civilians (Yemen),Sadah,Haydan,,,,Yemen,6/2/2018,,8615,8615,Remote violence,16.5,Al Buqah,43.5,Two women (non-combatants) were injured in an airstrike that targeted Boqaah of Marra area of Haidan district.,Middle East,Yemen News Agency (SABA),National,2018,0,0.203298298,0,1,8,7,78,887,16.7432,,43.4413,Middle East: Yemen: Sadah: Haydan: Al Buqah,1,389413,16.5,43.5,Middle East: Yemen: Sadah: Haydan: Al Buqah,1
Operation Restoring Hope,Civilians (Yemen),Sadah,Al Dhaher,,Military Forces of Saudi Arabia (2015-),,Yemen,12/4/2018,,10640,10640,Remote violence,16.5,Ghafirah,43.5,Saudi forces fired missiles at Ghafirah area of Sadah border governorate - northwestern Yemen. 1 citizen was reported injured.,Middle East,Al Motamar,National,2018,0,0.203298298,0,1,8,7,78,887,16.7167,Middle East: Yemen: Sadah: Al Dhaher: Ghafirah,43.3,Middle East: Yemen: Sadah: Al Dhaher: Ghafirah,1,389413,16.5,43.5,,1
Operation Restoring Hope,Civilians (Yemen),Sadah,Haydan,,,,Yemen,3/5/2018,,11196,11196,Remote violence,16.5,Tallan,43.5,Two children and a man were injured when a Saudi-led coalition airstrike hit their home in Tallan area of Haydan district.,Middle East,Yemen News Agency (SABA),National,2018,0,0.203298298,0,1,8,7,78,887,16.7333,,43.3333,Middle East: Yemen: Sadah: Haydan: Tallan,1,389413,16.5,43.5,Middle East: Yemen: Sadah: Haydan: Tallan,1
Operation Restoring Hope,Civilians (Yemen),Sadah,Haydan,,,,Yemen,2/3/2018,,9461,9461,Remote violence,17,Jumat Bin Fadil,43.5,It was reported that a child was injured due to the explosion of a cluster bomb that is said to have been a remnant of Coalition airstrikes in Al Fadil in Haydan of Sadah on March 2.,Middle East,Yemen News Agency (SABA),National,2018,0,0.485019397,0,1,8,7,78,887,16.7638,Middle East: Yemen: Sadah: Haydan: Jumat Bin Fadil,43.382,Middle East: Yemen: Sadah: Haydan: Jumat Bin Fadil,1,163224.4,17,43.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Harasta,,,Syria,6/6/2017,,7537,7537,Remote violence,33.5,Harasta,36.5,"Syrian regime forces shelled areas in Harasta city in the eastern Ghota which killed between 2 and 9, among them a woman and a child, and injured others.",Middle East,"SOHR; SHAM; SNHR; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=67671; SOHR_http://www.syriahr.com/en/?p=67672; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-06-06-2017.html; LiveUMap_https://syria.liveuamap.com/en/2017/6-june-one-woman-killed-many-civilians-injured-after-an-artillery; LiveUMap_https://twitter.com/SCDrifdimashq/status/872012081423417348; SNHR_2415,2416; Undisclosed Source",Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5643,Middle East: Syria: Rural Damascus: Duma: Harasta: Harasta,36.3712,Middle East: Syria: Rural Damascus: Duma: Harasta: Harasta,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Damascus,Damascus,Damascus,,,Syria,1/7/2017,,8729,8729,Remote violence,33.5,Damascus,36.5,Two men were killed due to injuries they had in shelling of the Syrian regime forces and sniper bullets in the outskirts of the capital Damascus and its vicinity.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=69306,Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5172,Middle East: Syria: Damascus: Damascus: Damascus: Damascus,36.2767,Middle East: Syria: Damascus: Damascus: Damascus: Damascus,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Duma,,,Syria,2/7/2017,,8827,8827,Remote violence,33.5,Duma,36.5,At least 2 mortar shells and five artillery shells were fired by regime forces on areas in Duma city in the Eastern Ghouta which caused injuries and killed 2 civilians.,Middle East,"SOHR; SHAM; SNHR; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=69292; SOHR_http://www.syriahr.com/en/?p=69340; SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-02-07-2017.html;; SNHR_2743,2745; Undisclosed Source",Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5706,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,36.4046,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,,,Syria,9/7/2017,,9134,9134,Remote violence,33.5,Kafr Batna,36.5,Regime forces shelled with two artillery shells areas at the outskirts of the town of KafrBatna in the Eastern Ghouta. Later reports confirm the death of 2 civilians and 6 injuries.,Middle East,"SOHR; SHAM; SNHR; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=69690; SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-09-07-2017.html; SNHR_2803,2808; Undisclosed Source",Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5126,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Kafr Batna,36.3721,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Kafr Batna,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Duma,,,Syria,11/7/2017,,40505,40505,Remote violence,33.5,Duma,36.5,Syrian regime forces shelled with artillery Duma city in Rural Damascus province which killed a child and a woman.,Middle East,"SHAM; SNHR: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-11-07-2017.html; SNHR_2821,2827",Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5706,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,36.4046,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,1,329997,33.5,36.5,,1
Allied Syrian and/or Russian Forces,Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,,,Syria,12/7/2017,,26720,26720,Remote violence,33.5,Ein Terma,36.5,Allied Russian and/or Syrian warplanes carried out airstrikes that targeted Ein Terma town in Rural Damascus province which killed a woman and a man.,Middle East,"LiveUMap; SNHR; WhiteHelmets: LiveUMap_https://twitter.com/NoorNahas1/status/885133417331007489; SNHR_2837,2838; WhiteHelmets_https://m.facebook.com/story.php?story_fbid=1788765021148799&substory_index=0&id=954981771193799",Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5134,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,36.35,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,1,329997,33.5,36.5,,1
Allied Syrian and/or Russian Forces,Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,,,Syria,12/7/2017,,44012,44012,Remote violence,33.5,Hezzeh,36.5,Allied Russian and/or Syrian warplanes carried out airstrikes that targeted Hezzeh town in Rural Damascus province which killed two men.,Middle East,"SNHR: SNHR_2833,2835",Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5186,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Hezzeh,36.3632,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Hezzeh,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Duma,,,Syria,12/7/2017,,26719,26719,Remote violence,33.5,Duma,36.5,"Regime forces shelled Duma with two artillery shells and mortar shells , killing a girl and a woman and wounding four people.",Middle East,SHAM; LiveUMap; SNHR; Undisclosed Source: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-12-07-2017.html; LiveUMap_https://twitter.com/snhr/status/885054580131856384; Undisclosed Source,Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5706,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,36.4046,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,2/8/2017,,10177,10177,Remote violence,33.5,Ein Terma,36.5,"Syrian warplanes bombarded Ein Terma town amid ground missile shelling which killed 2 civilians, a man and a woman, and tens of injuries including childern",Middle East,SOHR; SHAM; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=71120; SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-02-08-2017.html; Undisclosed Source,Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5134,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,36.35,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Damascus,Damascus,Damascus,,,Syria,3/8/2017,,10228,10228,Remote violence,33.5,Damascus - Jobar,36.5,Syrian army targeted Jobar neighborhood in Damascus city with several missiles. 2 fatalities were reported.,Middle East,"SOHR; SNHR: SOHR_http://www.syriahr.com/2017/08/03/%d9%82%d9%88%d8%a7%d8%aa-%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85-%d8%aa%d9%82%d8%b5%d9%81-%d8%ad%d8%b1%d8%b3%d8%aa%d8%a7-%d9%88%d8%a8%d9%84%d8%af%d8%a9-%d8%a8%d9%85%d9%86%d8%b7%d9%82%d8%a9-%d8%a7%d9%84/; SNHR_3032,3034",Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5237,Middle East: Syria: Damascus: Damascus: Damascus: Damascus - Jobar,36.3318,Middle East: Syria: Damascus: Damascus: Damascus: Damascus - Jobar,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,Allied Syrian and/or Russian Forces,,Syria,3/8/2017,,10232,10232,Remote violence,33.5,Ein Terma,36.5,"Warplanes, believed to be Syrian or Russian bombarded the town of Ein Terma in Rural Damascus amid missile shelling by Syrian regime forces which killed 2 civilians, a woman and a child, and injured others.",Middle East,SOHR; SHAM: SOHR_http://www.syriahr.com/2017/08/03/%d9%82%d9%88%d8%a7%d8%aa-%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85-%d8%aa%d9%82%d8%b5%d9%81-%d8%b9%d9%8a%d9%86-%d8%aa%d8%b1%d9%85%d8%a7-%d8%a8%d9%86%d8%ad%d9%88-15-%d8%b5%d8%a7%d8%b1%d9%88%d8%ae-%d9%81/; SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-03-08-2017.html,Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5134,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,36.35,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Duma,Allied Syrian and/or Russian Forces,,Syria,1/10/2017,,13829,13829,Remote violence,33.5,Shafuniyeh,36.5,"The Syrian army shelled areas in Shafuniyeh in Rural Damascus, which led to the killing of 2 civilians. In addition, suspected regime and/or Russian warplanes carried out nine cluster munitions airstrikes on Shafuniyeh.",Middle East,SOHR; SHAM; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=75346; http://www.syriahr.com/en/?p=75328; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF-01-10-2017.html; Undisclosed Source,Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5583,Middle East: Syria: Rural Damascus: Duma: Duma: Shafuniyeh,36.4409,Middle East: Syria: Rural Damascus: Duma: Duma: Shafuniyeh,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Duma,,,Syria,1/10/2017,,13812,13812,Remote violence,33.5,Duma,36.5,"Regime forces targeted the towns of Duma, Al-Shifunya, Misraba, and Kafr Batna with elephant rockets and cluster bombs, resulting in several fatalities and injuries. The unknown number of fatalities, coded as 10, was split between the four locations with 2 each allocated to Duma, Al-Shifunya, and Misraba, and 4 to Kafr Batna.",Middle East,SOHR; SHAM; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=75346; ; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF-01-10-2017.html; Undisclosed Source,Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5706,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,36.4046,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Harasta,,,Syria,5/10/2017,,28186,28186,Remote violence,33.5,Harasta,36.5,"Regime forces targeted the town of Harasta with artillery shelling and mortars, causing the death of two civilians, including a child, and several injuries.",Middle East,"SHAM; LiveUMap; SNHR; Undisclosed Source: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-05-10-2017.html; LiveUMap_https://syria.liveuamap.com/en/2017/5-october-a-child-killed-others-injured-after-an-artillery ; Twitter_https://twitter.com/SCDrifdimashq/status/915934961731022848; Undisclosed Source; SNHR_3786,3796",Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5643,Middle East: Syria: Rural Damascus: Duma: Harasta: Harasta,36.3712,Middle East: Syria: Rural Damascus: Duma: Harasta: Harasta,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Harasta,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,6/10/2017,,14066,14066,Remote violence,33.5,Harasta,36.5,"The Syrian army targeted Harasta town in Rural Damascus with 2 missiles, in conjunction with regime airstrikes on the same city, which led to the killing of a man and a child and injury of several other civilians.",Middle East,SOHR; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=75697; SOHR_http://www.syriahr.com/en/?p=75746; Undisclosed Source,Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5643,Middle East: Syria: Rural Damascus: Duma: Harasta: Harasta,36.3712,Middle East: Syria: Rural Damascus: Duma: Harasta: Harasta,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Harasta,,,Syria,7/10/2017,,14116,14116,Remote violence,33.5,Misraba,36.5,"The towns of Ein Terma, Zamalka, Jisrein, Hamouriya, Misraba, Harasta and Modira were targeted with heavy artillery shelling by suspected regime forces, resulting in a number of civilian deaths. The unknown number of fatalities, coded as 10, was split between the 6 locations, with 2 allocated to each of Ein Terma, Zamalka, Jisrein, Hamouriya and 1 each to Misraba and Harasta.",Middle East,SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=75810; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-07-10-2017.html,Other-Local,2017,0.479804362,0.239902181,2,1,1,7,17,760,33.5503,Middle East: Syria: Rural Damascus: Duma: Harasta: Misraba,36.4005,Middle East: Syria: Rural Damascus: Duma: Harasta: Misraba,1,329997,33.5,36.5,,1
