reference,dateofocc,subreg,hostility_,victim_d,descriptio,hostilityt,hostilit_D,victim_l,victim_l_D,navarea,x,y
1995-111,1995/07/19,"93",PIRATES,IKAN SELANGAT,"ON 19 JUL 95, WHILE ANCHORED OFF HUANGPU PORT, CHINA THIEVES           BOARDED THE SINGAPOREAN-FLAGGED BULK CARRIER IKAN SELANGAT. THE        THIEVES ARE SUSPECTED OF BOARDING FROM FISHING VESSELS. BREATHING      APPARATUS, 230 TINS OF PAINT AND SEVERAL","1",Pirate Assault,"11",Vessel,XI,113.4166640004,23.0833339997
1995-112,1995/08/04,"61",ASSAILANTS,VERANO/CORUNA/DOAL UCKA,"ON 04 AUG 95 THE MASTERS OF THE CARGO SHIPS VERANO (CYPRIOT),          CORUNA (SPANISH) AND DOAL UCKA (BAHAMIAN) REPORTED THAT DURING         THE NIGHT ASSAILANTS ATTEMPTED TO CUT THEIR RESPECTIVE SHIP'S          MOORING LINES WHILE AT BERTH IN BEIRA, MO","1",Pirate Assault,"11",Vessel,VII,34.8333319998,-19.8333339996
1995-113,1995/08/10,"93",INTRUDERS,ERASMUSGRACHT,"ON 10 AUG 95 AT ABOUT 0200 LOCAL TIME THE DUTCH-FLAGGED GENERAL        CARGO SHIP ERASMUSGRACHT DISCOVERED EVIDENCE OF INTRUDERS WHILE        ANCHORED AT GUANGZHOU PILOT STATION, OFF GUISHAN DAO ISLAND, CHINA.    THE CREW NOTICED BROKEN LOCKS ON THE FORE","1",Pirate Assault,"11",Vessel,XI,113.7833329998,22.1333330004
1994-38,1994/08/21,"63",THUGS,M/V YOUNG II,"CHITTAGONG ANCHORAGE, BANGLADESH M/V YOUNG II WAS ATTACKED BY          THUGS. CHIEF ENGINEER ALONG WITH 10 TO 12 CREWMEN WERE INJURED         IN THE ATTACK AND TAKEN TO LOCAL HOSPITAL. ROPES AND OTHER             MATERIALS WERE REPORTED STOLEN.","1",Pirate Assault,"5",Merchant Vessel,VIII,91.8000030004,22.3333339999
1994-39,1994/08/04,"24",ASSAILANTS,M/V SCOTT UNITY,"BIMCO members report that on 4 August 1994 thieves boarded a vessel    at the Georgetown anchorage. At 0120 hrs a thief was heard attempting  to break into the ship's galley, and shortly thereafter a              second thief was spotted on the poop deck","1",Pirate Assault,"5",Merchant Vessel,IV,-58.1666679996,6.8166669996
1994-40,1994/07/15,"24",assailants,m/v ULF RITSCHER,"The incident took place about 1.5 miles south of Ponta Rasa.           Six men armed with firearms boarded the vessel at about 0230 hrs,      and held one crewman hostage while pilfering the contents of           seven containers bound for Santos and Bue","1",Pirate Assault,"5",Merchant Vessel,V,-46.3166659997,-23.9333320002
1994-41,1994/08/31,"71",PIRATES,M/V TORBEN SPIRIT/M/V ESSBERGER PIONEER,M/V TORBEN SPIRIT WHILE ONE MILE NORTH-WEST OF HORSBURGH LIGHTHOUSE    REPORTED AN ATTEMPT BY PIRATES TO BOARD. PIRATES APPROACHED IN         A FAST BOAT FROM STERN. TWO PERSONS ATTEMPTED TO BOARD M/V BEFORE      BEING SPOTTED BY VESSEL'S CREW AND RETREA,"1",Pirate Assault,"5",Merchant Vessel,XI,104.4083330001,1.2999999996
1994-30,1994/07/07,"52",ASSAILANTS,UNKNOWN ITALIAN MERCHANT SHIP,"SEVEN ITALIAN MERCHANT SAILORS WERE KILLED WHILE IN THE PORT           OF JIJEL, 180 MILES EAST OF ALGIERS. ASSAILANTS RAIDED THE CARGO       SHIP DURING THE NIGHT.","1",Pirate Assault,"5",Merchant Vessel,III,5.7833329999,36.8333319998
1994-14,1994/03/27,"94",PIRATES,M/V NORDSUND,"CONTAINER VESSEL NORDSUND, ENROUTE KAOHSIUNG TAIWAN REPORTED THAT      A BLACK, VERY FAST FISHING VESSEL ATTEMPTED TO BOARD VESSEL.           NORDSUND ALTERED COURSE AND ALONG WITH ROUGH SEAS, PIRATES COULD       NOT BOARD. M/V NORDSUND INFORMED M/V TASM","1",Pirate Assault,"5",Merchant Vessel,XI,121.6433333004,25.9833333004
1994-15,1993/12/28,"61",PIRATES,M/V STELLA LYKES,"28 DEC 93 WHILE AT ANCHOR IN DAR ES SALAAM, TANZANIA, M/V STELLA       LYKES WAS BOARDED BY PIRATES. PIRATES (9 TO 10) BOARDED FROM A         SMALL BOAT, STOLE SALAD OIL FROM SEALED CONTAINERS BEFORE BEING        CHASED AWAY BY CREW. REPORT FROM ANOTHER","1",Pirate Assault,"5",Merchant Vessel,VIII,39.2999999999,-6.8000000004
1994-16,1994/04/09,"56",PIRATES,GERMAN FLAGGED VESSEL,09 APR 94 ISRAELI OCCUPATION AUTHORITIES OFF THE LEBANESE COAST        INTERCEPTED A GERMAN FLAGGED SHIP. PIRATES SEARCHED THE SHIP           BEFORE ALLOWING IT TO ENTER THE PORT OF TYRE.,"1",Pirate Assault,"11",Vessel,III,34.9999999997,33.1666680004
1994-17,1994/03/15,"63",PIRATES,M/V CALIFORNIA ZEUS,"M/V CALIFORNIA ZEUS WHILE AT ANCHORAGE ON 15 MAR 94 OFF OF             COLOMBO, SRI LANKA WAS BOARDED BY PIRATES. SHIP SOUNDED                GENERAL ALARM AND THREE PIRATES WERE SEEN JUMPING OVERBOARD.           SEVERAL CONTAINERS WERE FOUND OPENED WITH","1",Pirate Assault,"5",Merchant Vessel,VIII,79.7616649999,6.9450000004
1994-18,1994/04/19,"93",PIRATES,M/V KOTA INDAH,M/V KOTA INDAH ATTACKED BY UNIDENTIFIED BOAT WHICH FIRED SEVEN         ROCKETS. BOAT WAS OUTDISTANCED AND CLEAR. NO FURTHER ACTION            REPORTED.,"1",Pirate Assault,"5",Merchant Vessel,XI,110.4716640004,13.3883329997
1994-19,1994/04/23,"91",PIRATES,M/V FORUM WIND,"M/V FORUM WIND ON 23 APR WAS APPROACHED BY A FIVE METER LONG           WOODEN VESSEL. VESSEL CAME ALONGSIDE VERY FAST WITH SEVERAL PERSONS    ON BOARD, ARMED, AND WITH A ROPE AND HOOK READY TO THROW OVER.         CHIEF MATE FIRED A ROCKET WHICH FELL TWO","1",Pirate Assault,"5",Merchant Vessel,XI,121.2166667000,19.6000000003
1994-20,1994/04/25,"71",PIRATES,M/V IKAN BELIAK,"M/V IKAN BELIAK WHILE AT ANCHOR IN TANJUNGPRIOK WAS BOARDED BY         PIRATES. ALARMS WERE SOUNDED AND PIRATES LEFT THE VESSEL,              NOTHING STOLEN.","1",Pirate Assault,"5",Merchant Vessel,XI,106.8333359996,-5.9999999998
1994-21,1994/05/08,"71",PIRATES,M/V BANKOK NAVEE,"M/V BANGKOK NAVEE ANCHORED AT BELAWAN ROADS 0400 LOCAL TIME WAS        ATTACKED BY ARMED ROBBERS. ROBBERS RAIDED FORECASTLE STORES, TOOK      30 DRUMS OF PAINT. CREW UNHARMED.","1",Pirate Assault,"5",Merchant Vessel,XI,98.9999999999,3.8333329997
1994-22,1994/05/16,"24",PIRATES,M/V ALASKA,"WHILE AT ANCHOR IN SANTOS ROADS, M/V ALASKA WAS BOARDED BY 11          ARMED PIRATES. PIRATES HELD CREW AT GUNPOINT AND BROKE INTO            TWO CONTAINERS. CREW WAS NOT INJURED AND ATTACK WAS REPORTED           TO PORT CONTROL WHILE IN PROGRESS.","1",Pirate Assault,"5",Merchant Vessel,V,-46.0000000002,-24.0000000004
1985-2,1978/05/16,"92",PIRATES,MERCHANT VESSEL,"SULU SEA: Lloyd's List of 15 May reports a 5,000 ton ship outran two heavily armed boats during a nighttime attack in the Southern Sulu Sea on 04 May. Ship hit by hand grenades and rifle fire.","1",Pirate Assault,"5",Merchant Vessel,XI,119.9999999997,7.9999999997
1985-3,1979/02/24,"93",N/A,N/A,GULF OF TONKIN.                                                      Mariners should be advised that an uncertain situation exists in the Gulf of Tonkin and waters adjacent to Hainan Island due to increased tensions relative to the China/Viet Nam border,"5",Unknown,"12",Unknown,XI,108.0000000002,19.0000000001
1985-4,1979/10/10,"93",N/A,N/A,"SOUTH CHINA SEA, PARACEL ISLANDS.                                    Mariners transiting the waters in and around Paracel Islands are advised of the possibility of unusual, or abnormal activities due to competing jurisdictional claims which could possibl","5",Unknown,"12",Unknown,XI,112.0000000004,17.0000000000
1985-5,1980/02/13,"51",N/A,N/A,"MOROCCO, WESTERN SAHARA.                                             Navigation prohibited zones established as follows:                                                                                           Area bound by shore and line joining 33-49N","5",Unknown,"12",Unknown,II,-7.2000000002,33.8166667001
1985-1,1981/04/10,"22",PIRATES,MERCHANT VESSELS,"COLOMBIA:                                                             Mariners are advised to be alert to unusual, abnormal, or hostile activities by pirates (especially during darkened hours) in the approaches to and in Buenaventura Harbor/Anchorage. Tw","1",Pirate Assault,"5",Merchant Vessel,XII,-77.7666667000,3.5000000000
1985-7,1983/03/02,"57",PIRATES,MERCHANT VESSELS,"NIGERIA, LAGOS.                                                                                                                               Reports of vessels being boarded by armed pirates off Lagos Harbor continue. Frequently vessels at anchor are bo","1",Pirate Assault,"5",Merchant Vessel,II,3.3333332996,6.4333333003
1985-8,1983/04/10,"93",UNKNOWN,MERCHANT VESSEL,"SOUTH CHINA SEA, DISPUTED ISLANDS.                                     (SPRATLY ISLAND, DANGEROUS GROUND AREA).                                                                                                      Islands in the vicinity of the dangerous","5",Unknown,"5",Merchant Vessel,XI,114.9999999996,9.9999999998
1985-9,1984/05/12,"93",N/A,N/A,"SOUTH CHINA SEA. SPRATLY ISLANDS.                                    Mariners are advised to exercise extreme caution when transiting the waters near the Spratly Islands in the South China Sea. Increased Naval activity has been reported in this area, whe","5",Unknown,"12",Unknown,XI,114.9999999996,9.9999999998
1985-10,1984/07/30,"62",UNKNOWN,MERCHANT VESSELS,"GULF OF SUEZ.                                                         Mariners should exercise extreme caution when transiting the waters of the Gulf of Suez.  There have been unconfirmed reports of explosions, possibly caused by mines, near ships in thi","5",Unknown,"5",Merchant Vessel,IX,32.5000000000,29.5000000000
1985-11,1984/08/02,"62",UNKNOWN,MERCHANT VESSELS,"RED SEA.                                                             Mariners should exercise extreme caution when transitting the waters of the Red Sea near the Bab El Mandeb Strait. There have been unconfirmed reports of explosions, possibly caused by","5",Unknown,"5",Merchant Vessel,IX,38.9999999998,20.0000000001
1985-12,1984/08/05,"62",UNKNOWN,TANKER,RED SEA.                                                                                                                        A tanker is believed to have struck a mine at 18-25N 040-10E.,"5",Unknown,"9",Tanker,IX,40.1666667002,18.4166666998
1985-13,1984/09/20,"93",PIRATES,MERCHANT VESSEL,GULF OF THAILAND.                                                     Vessel reported being fired upon 201744Z Sep 84 in 11-55N 101-08E in vicinity of       Ko Chuang Island.,"1",Pirate Assault,"5",Merchant Vessel,XI,101.1333332997,11.9166667000
1999-52,1999/04/29,"57",THIEVES,STRONGHAND,"GULF OF GUINEA The 497-ton Nigerian-flag tanker, Stronghand, was abandoned after being attacked and stripped by local youths. The vessel had run aground off Madangho, Nigeria in the Escavros River. Three crewmembers, who had been seized following the gro","1",Pirate Assault,"11",Vessel,II,6.9999999997,3.0000000004
1997-65,1997/08/06,"51",N/A,N/A,"Africa                                                                                                                                        The ECOMOG peacekeeping force, a Nigerian led Military coalition       based in Liberia, warned ships and aircra","5",Unknown,"12",Unknown,II,-12.0000000000,5.9999999996
1997-66,1997/08/12,"24",N/A,N/A,"Brazil                                                                                                                                        In a report received August 12, 1997, Brazilian police report that     some ships have been anchoring near a sma","5",Unknown,"12",Unknown,V,-43.2833333003,-22.9166666997
1997-67,1997/08/08,"93",ASSAILANTS,MERCHANT VESSEL,"Bangkok, Thailand                                                                                                                             The 9,077 gross ton Malaysian flagged general cargo ship               (Alam Tangkas) was boarded by two pirates","1",Pirate Assault,"5",Merchant Vessel,XI,100.5000000004,13.5666669996
1997-68,1997/08/22,"63",ASSAILANTS,MERCHANT VESSEL,"Indian Ocean, Sri Lanka                                                                                                                       The 2,704 gross ton North Korean flag cargo ship (Moran Bong) is to    be released by Tamil Tiger rebels which s","1",Pirate Assault,"5",Merchant Vessel,VIII,82.0000000003,8.9999999997
1997-61,1997/07/07,"93",ASSAILANTS,MERCHANT VESSEL,"Haiphong, Vietnam                                                                                                                             The 6,974 gross ton Panamanian flagged cargo ship (Oscar Venture)      was boarded by armed pirates while anchor","1",Pirate Assault,"5",Merchant Vessel,XI,106.8499979996,20.6333329999
1997-55,1997/05/30,"71",ASSAILANTS,MERCHANT VESSEL,"South China Sea                                                                                                                               On May 30, 1997 the 8,937 gross ton Singapore-flagged general cargo    ship (Sinfa) was boarded by pirates while","1",Pirate Assault,"5",Merchant Vessel,XI,106.7500000000,0.4999999999
1997-56,1997/07/01,"63",ASSAILANTS,MERCHANT VESSEL,"Manner, Sri Lanka                                                                                                                             Tamil Tiger separatists attacked a merchant vessel in Mannar, Sri      Lanka on July 1, 1997 and destroyed the v","1",Pirate Assault,"5",Merchant Vessel,VIII,79.9108333002,8.9725000001
1997-57,1997/06/26,"71",ASSAILANTS,MERCHANT VESSEL,"Indonesia                                                                                                                                     The Hong-Kong flagged 16,663 gross ton general cargo ship              (Noble Glory) was boarded and robbed by p","1",Pirate Assault,"5",Merchant Vessel,XI,105.9499970002,-6.0166670001
1995-101,1995/04/27,"71",THIEVES,FISHING VESSEL,"ON 27 APR 95 THIEVES ARMED WITH MACHINE GUNS, RIFLES AND KNIVES        BOARDED A PLEASURE FISHING BOAT NEAR HORSBURGH LIGHTHOUSE. THE         THIEVES CIRCLED THE FISHING BOAT THREE TIMES BEFORE FORCING THE        CAPTAIN AT GUNPOINT TO COME ABOARD THEIR","1",Pirate Assault,"4",Fishing Vessel,XI,104.4499969997,1.2833330002
1995-88,1995/01/10,"96",THIEVES,ALEKSEY CHUYEV,"ON 10 JAN, THIRTY ARMED THIEVES BOARDED THE FISH FACTORY VESSEL        ALEKSEY CHUYEV, AT NIGHT, WHILE ANCHORED IN WATERS NEAR VLADIVOSTOK.   THE VESSEL HAD RETURNED FROM A ""SHOP TOUR"" IN PUSAN. THE THIEVES       TERRORIZED THE CREW AND PASSENGERS STEALI","1",Pirate Assault,"11",Vessel,XIII,131.8333332997,42.8333333004
1995-89,1995/04/26,"71",THIEVES,BASS REEFER,"AT 0530 LOCAL TIME ON 26 APR THIEVES BROKE INTO THE LOCKED             ENGINE ROOM OF THE M/V BASS REEFER WHILE THE VESSEL WAS AT             BERTH IN TANJUNG PRIOK. CREW SIGHTED AND PURSUED THE THIEVES,          BUT THEY ESCAPED. SPARE PARTS WERE STOLEN","1",Pirate Assault,"11",Vessel,XI,106.8833310001,-6.0999999996
1995-91,1995/05/03,"62",PIRATES,LILIANA DIMITROVA,"ON 03 MAY AT 1310 UTC A SMALL BOAT FIRED UPON THE M/V LILIANA          DIMITROVA IN 12-12N 51-02E, ABOUT 100NM W OF SUQUTRA ISLAND.           ONE CREWMEMBER WAS WOUNDED IN THE ATTACK.","1",Pirate Assault,"11",Vessel,IX,51.0333329998,12.2000000002
1995-92,1995/05/01,"62",PIRATES,DSR-TIANJIN,"ON 01 MAY THE M/V DSR-TIANJIN ENCOUNTERED A SUSPICIOUS RADAR           TARGET IN 12-57N 53-23E, ABOUT 16NM N OF SUQUTRA ISLAND. THE           TARGET ALTERED COURSE AND SPEED TO MAINTAIN AN INTERCEPT COURSE        WITH THE VESSEL. CONSIDERING THIS ACTION","1",Pirate Assault,"11",Vessel,IX,53.3833349999,12.9500000000
1995-93,1995/04/30,"71",PIRATES,PRINS PHILIPS WILLEM,"ON 30 APR, DURING THE NIGHT, PIRATES ATTEMPTED TO BOARD THE            M/V PRINS PHILIPS WILLEM WHILE THE VESSEL WAS ANCHORED OFF             ANYER-LOR IN THE SUNDA STRAIT. THE CREW REPELLED THE PIRATES           ON THREE OCCASIONS. AN INSPECTION THE FOL","1",Pirate Assault,"11",Vessel,XI,105.9166639997,-6.0499999997
1995-94,1995/05/05,"72",PIRATES,JAVA RAINBOW,"ON 05 MAY, AT 0325 LOCAL TIME, THE M/V JAVA RAINBOW WAS BOARDED        BY SIX PIRATES ARMED WITH KNIVES AND BOLOS WHILE THE VESSEL WAS        AT BERTH AWAITING THE PILOT, IN SANDAKAN, MALAYSIA. THE PIRATES        FAILED TO ENTER THE ACCOMMODATIONS, HOWEV","1",Pirate Assault,"11",Vessel,XI,118.1166667002,5.8333333001
1995-95,1995/05/15,"72",PIRATES,ZERVOS,Indonesia-Borneo: An unidentified cargo ship was boarded 21 Oct at 0450 local time while anchored at Bontang. Duty seaman was locked inside crane housing but chief officer raised the alarm and the intruders fled.,"1",Pirate Assault,"11",Vessel,XI,112.7333333003,-7.2000000002
1995-96,1995/05/13,"93",PIRATES,EGMONDGRACHT/QUEBEC,"ON 13 MAY, AT NIGHT, PIRATES BOARDED THE M/V EGMONDGRACHT AND          M/V QUEBEC WHILE THE VESSELS WERE AT ANCHOR OUTSIDE OF HONG KONG.      DECK EQUIPMENT AND PAINT WERE STOLEN. NO INJURIES WERE REPORTED.","1",Pirate Assault,"11",Vessel,XI,113.8000030002,22.1333330004
1995-97,1995/05/15,"24",PIRATES,STOLT SPUR,"ON 15 MAY, THE M/V STOLT SPUR WAS BOARDED BY TWENTY ARMED PIRATES      WHILE DISCHARGING CARGO AT THE PETROBRAS TERMINAL, RIO DE JANEIRO.     USING THREE SMALL BOATS AND A LARGE SHIP, THE PIRATES BOARDED          SIMULTANEOUSLY FROM EACH OF THE SHIP'S DI","1",Pirate Assault,"11",Vessel,V,-43.1333349996,-22.7999990000
1995-87,1994/12/10,"61",PIRATES,M/V SEA LADY I,"ON 10 DEC, A GANG OF APPROXIMATELY 15 MEN BOARDED THE                  M/V SEA LADY I IN THE OUTER ANCHORAGE OF DAR ES SALAAM.                NIGHT DUTY OFFICER SOUNDED THE ALARM AND THE THIEVES                   MADE THEIR GETAWAY VIA THE ANCHOR CHAIN.","1",Pirate Assault,"5",Merchant Vessel,VIII,39.2833329996,-6.8333330000
1995-99,1995/05/18,"71",PIRATES,SHF 1104,"ON 18 MAY THE F/V SHF 1104 WAS FIRED UPON AND BOARDED BY SIX           ARMED PIRATES USING A SPEEDBOAT, 3 MILES SE OF HORSBURGH               LIGHTHOUSE, IN THE STRAIT OF MALACCA. THE PIRATES RANSACKED            THE WHEELHOUSE AND ROBBED THE CREW OF US","1",Pirate Assault,"11",Vessel,XI,104.4499969997,1.2833330002
1995-100,1995/06/02,"93",PIRATES,PETRO CONCORD,"ON 02 JUN, AT 0300 LOCAL TIME, THE M/V PETRO CONCORD WAS               ATTACKED AND BOARDED BY FOUR PIRATES IN 10-12N, 107-02E                AT VUNG TAU ANCHORAGE, VIETNAM. TWO CREW MEMBERS ON DUTY               WERE GRABBED AND PREVENTED BY THE PIRATES","1",Pirate Assault,"9",Tanker,XI,107.0333329998,10.3333330004
1994-23,1994/05/23,"91",PIRATES,M/V TIMBER TRADER XII,FILIPINO PIRATES IN ORANGE COLORED SPEEDBOAT ATTEMPTED TO COME         ONBOARD VESSEL. PIRATES NOTICED BY DUTY OFFICER WHO ALTERED            COURSE AND ALERTED CREW TO STAND-BY. PIRATES DEPARTED.,"1",Pirate Assault,"5",Merchant Vessel,XI,119.9499999999,17.6000000002
1994-24,1994/05/23,"71",PIRATES,M/V NORDSTAR,FIVE PIRATES BOARDED M/V NORDSTAR FROM A SMALL POWERED CRAFT           WHILE AT ANCHORAGE IN BELAWAN. CREW WAS CHASED WITH SWORD              LIKE WEAPONS. PAINTS AND LIFESAVING EQUIPMENT WAS STOLEN. NO           CREWMEN REPORTED INJURED.,"1",Pirate Assault,"5",Merchant Vessel,XI,98.9166640003,3.9166670001
