LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,Value
CZE,Czech Republic,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,72.3
DNK,Denmark,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,83.5
FIN,Finland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,85.1
FRA,France,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,70.5
DEU,Germany,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,72.5
GRC,Greece,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,60
HUN,Hungary,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,56.3
ISL,Iceland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,86
IRL,Ireland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,75.9
ITA,Italy,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,58.4
JPN,Japan,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,72.5
KOR,Korea,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,66.6
LUX,Luxembourg,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,75.8
MEX,Mexico,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,41.8
NLD,Netherlands,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,82
NZL,New Zealand,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,65.7
NOR,Norway,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,90.1
POL,Poland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,67.3
PRT,Portugal,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,73.4
SVK,Slovak Republic,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,63.5
ESP,Spain,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,82.1
SWE,Sweden,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,75.6
CHE,Switzerland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,85.3
TUR,Turkey,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,59.8
GBR,United Kingdom,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,77.7
USA,United States,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,73.9
BRA,Brazil,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,35.6
CHL,Chile,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,47.9
EST,Estonia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,69
ISR,Israel,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,69.8
LVA,Latvia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,62.4
RUS,Russia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,52.8
SVN,Slovenia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,86.1
ZAF,South Africa,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,36.1
OECD,OECD - Total,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,68.4
AUS,Australia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,80.1
AUT,Austria,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,84.1
BEL,Belgium,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,81.6
CAN,Canada,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,92.2
CZE,Czech Republic,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,82.7
DNK,Denmark,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,92.3
FIN,Finland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,94.5
FRA,France,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,76.1
DEU,Germany,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,77.9
GRC,Greece,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,69.8
HUN,Hungary,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,65.6
ISL,Iceland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,95.1
IRL,Ireland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,83.2
ITA,Italy,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,64.8
JPN,Japan,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,81.1
KOR,Korea,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,73.4
LUX,Luxembourg,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,80.3
MEX,Mexico,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,45.8
NLD,Netherlands,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,91.4
NZL,New Zealand,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,81.3
NOR,Norway,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,96.5
POL,Poland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,73.9
PRT,Portugal,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,84.8
SVK,Slovak Republic,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,71.7
ESP,Spain,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,84.7
SWE,Sweden,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,87.9
CHE,Switzerland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,88.8
TUR,Turkey,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,67.3
GBR,United Kingdom,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,81.3
USA,United States,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,84
BRA,Brazil,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,44.7
CHL,Chile,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,52.6
EST,Estonia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,80.7
ISR,Israel,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,78
LVA,Latvia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,72.4
RUS,Russia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,63.1
SVN,Slovenia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,93.1
ZAF,South Africa,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,45.4
OECD,OECD - Total,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,75.9
AUS,Australia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,48.8
AUT,Austria,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,77.4
BEL,Belgium,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,59.1
CAN,Canada,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,73.1
CZE,Czech Republic,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,62.6
DNK,Denmark,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,74.9
FIN,Finland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,76.2
FRA,France,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,65.5
DEU,Germany,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,67.4
GRC,Greece,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,50.8
HUN,Hungary,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,48.2
ISL,Iceland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,77.8
IRL,Ireland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,68.9
ITA,Italy,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,52.6
JPN,Japan,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,64.8
KOR,Korea,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,60
LUX,Luxembourg,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,71.5
MEX,Mexico,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,38.3
NLD,Netherlands,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,72.8
NZL,New Zealand,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,51.8
NOR,Norway,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,83.5
POL,Poland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,61.2
PRT,Portugal,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,63.1
SVK,Slovak Republic,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,55.9
ESP,Spain,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,79.7
SWE,Sweden,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,63.2
CHE,Switzerland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,81.9
TUR,Turkey,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,52.4
GBR,United Kingdom,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,74.3
USA,United States,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,63.8
BRA,Brazil,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,27.3
CHL,Chile,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,43.5
EST,Estonia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,59.2
ISR,Israel,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,62.1
LVA,Latvia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,54.4
RUS,Russia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,44.5
SVN,Slovenia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,79.3
ZAF,South Africa,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,27.5
OECD,OECD - Total,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,61.2
AUT,Austria,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.6
BEL,Belgium,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,2.2
CAN,Canada,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,2.6
CZE,Czech Republic,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.4
DNK,Denmark,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.9
FIN,Finland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.9
FRA,France,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.8
DEU,Germany,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.8
GRC,Greece,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.2
HUN,Hungary,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.2
ISL,Iceland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.6
IRL,Ireland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,2.1
ITA,Italy,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.4
JPN,Japan,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.9
KOR,Korea,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.5
LUX,Luxembourg,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.9
MEX,Mexico,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1
NLD,Netherlands,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.9
NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,2.4
NOR,Norway,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,2.1
POL,Poland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.1
PRT,Portugal,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.7
SVK,Slovak Republic,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.1
ESP,Spain,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.9
SWE,Sweden,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.7
CHE,Switzerland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.9
TUR,Turkey,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1
GBR,United Kingdom,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.9
USA,United States,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,2.4
CHL,Chile,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.2
EST,Estonia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.6
ISR,Israel,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.2
LVA,Latvia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.2
RUS,Russia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0.9
SVN,Slovenia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.5
OECD,OECD - Total,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.8
AUS,Australia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,32759
AUT,Austria,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,33541
BEL,Belgium,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,30364
CAN,Canada,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,30854
CZE,Czech Republic,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,21453
DNK,Denmark,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,29606
FIN,Finland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,29943
FRA,France,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,31304
DEU,Germany,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,34294
GRC,Greece,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,17700
IRL,Ireland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,25310
ITA,Italy,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,26588
JPN,Japan,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,29798
KOR,Korea,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,21882
LUX,Luxembourg,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,39264
NLD,Netherlands,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,29333
NOR,Norway,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,35725
POL,Poland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,19814
PRT,Portugal,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,21203
SVK,Slovak Republic,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,20474
ESP,Spain,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,23999
SWE,Sweden,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,31287
CHE,Switzerland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,37466
GBR,United Kingdom,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,28715
USA,United States,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,45284
EST,Estonia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,19697
LVA,Latvia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,16275
SVN,Slovenia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,20820
OECD,OECD - Total,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,33604
AUS,Australia,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,427064
AUT,Austria,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,308325
BEL,Belgium,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,386006
CAN,Canada,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,423849
DNK,Denmark,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,118637
FIN,Finland,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,200827
FRA,France,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,280653
DEU,Germany,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,259667
GRC,Greece,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,150134
HUN,Hungary,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,104458
IRL,Ireland,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,217130
ITA,Italy,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,279889
JPN,Japan,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,305878
KOR,Korea,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,285980
LUX,Luxembourg,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,769053
NLD,Netherlands,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,157824
NZL,New Zealand,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,388514
NOR,Norway,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,228936
POL,Poland,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,210991
PRT,Portugal,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,232666
SVK,Slovak Republic,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,119696
ESP,Spain,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,373548
GBR,United Kingdom,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,548392
USA,United States,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,632100
CHL,Chile,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,100967
EST,Estonia,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,159373
LVA,Latvia,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,70160
SVN,Slovenia,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,203044
OECD,OECD - Total,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,408376
AUS,Australia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,73
AUT,Austria,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,72
BEL,Belgium,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,63
CAN,Canada,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,73
CZE,Czech Republic,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,74
DNK,Denmark,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,74
FIN,Finland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,70
FRA,France,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,65
DEU,Germany,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,75
GRC,Greece,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,53
HUN,Hungary,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,68
ISL,Iceland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,86
IRL,Ireland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,67
ITA,Italy,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,58
JPN,Japan,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,75
KOR,Korea,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,67
LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,66
MEX,Mexico,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,61
NLD,Netherlands,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,76
NZL,New Zealand,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,77
NOR,Norway,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,74
POL,Poland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,66
PRT,Portugal,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,68
SVK,Slovak Republic,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,66
ESP,Spain,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,62
SWE,Sweden,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,77
CHE,Switzerland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,80
TUR,Turkey,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,52
GBR,United Kingdom,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,75
USA,United States,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,70
BRA,Brazil,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,61
CHL,Chile,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,63
EST,Estonia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,74
ISR,Israel,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,69
LVA,Latvia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,70
RUS,Russia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,70
