"event_id_cnty","event_date","year","event_type","source_scale","notes","location","latitude","longitude","fatalities"
"SOM26283","22-Jul-18",2018,"Violence against civilians","Other","22 July. Al Shabaab fighters abducted about 26 civilians from Abaqsole village (c. 20 km east of Garasweyne village). The arrest was in relation to the armed confrontation between SNA and al Shabaab fighters earlier that day near Warshiidle Village. Al Shabaab accused the civilian of collaborating and providing information to SNA soldiers. Al Shabaab fighters took the detained civilians to Garasweyne village (c. 48 km north west of Xudur).","Abaqsole",4.2172,43.6655,0
"SOM26284","22-Jul-18",2018,"Violence against civilians","Other","22 July. An SNA soldier, in military uniform, shot and killed a civilian minibus driver at Suuqa Kaaran neighbourhood in Kaaran district. Two civilian passengers were injured. The driver was killed after he refused to pay 5000 Somali shillings to the soldier. District police arrived at the scene of the incident but there were no reports of arrests. The perpetrator managed to escape.","Karaan",2.0652,45.39,1
"SOM26285","22-Jul-18",2018,"Violence against civilians","Other","22 July. Armed clan- based militias (not identified) using AK47s shot and killed a civilian man in his home at Buurdheere village (c. 15 north of Cadale) in Cadale District. The motive of the killing was reported to be clan feuds over disputed land. The perpetrators managed to escape.","Bur-Dheere",2.814,46.1351,1
"SAF10036","22-Jul-18",2018,"Violence against civilians","National","On 22 July, one person was killed and 4 injured as protests turned violent in Kempton Park area over illegal occupation of land.","Kempton Park",-26.1086,28.2377,1
"UGA5146","22-Jul-18",2018,"Violence against civilians","National","On 22 July, a refugee in Palorinya Refugee camp was shot dead by unidentified gunmen. The refugee was a South Sudanese government soldier, who defected to the SPLA-IO, before joining the National Salvation Front. Police suspect that his attackers are either SPLA-IO or National Salvation Front militants.","Palorinya",3.4955,31.6678,1
"BNG6777","22-Jul-18",2018,"Violence against civilians","National","On July 22, in Kushtia city (Kushtia, Khulna), 150 BCL members attacked the Acting Editor of The Bangla Daily, leaving him seriously injured and hospitalized.","Kushtia",23.9028,89.1194,0
"BNG6778","22-Jul-18",2018,"Violence against civilians","National","On July 22, in Tongi town (Gazipur, Dhaka), two police officers attacked a man and beat him for unknown reasons, leaving the man injured and hospitalized.","Tongi",23.8915,90.4023,0
"BNG6779","22-Jul-18",2018,"Violence against civilians","National","On July 22, in Tarashi village in Kotalipara Upazila (Gopalganj, Dhaka), unidentified armed actors attacked people and stole valuables at a Hindu religious procession, leaving six people injured.","Kotalipara",22.9905,90.0294,0
"BNG6780","22-Jul-18",2018,"Violence against civilians","National","On July 22, in the Shahbagh area of Dhaka city (Dhaka, Dhaka), a group of BCL men attacked three quota reformists after a quota reform rally, leaving the reformists injured.","Shahbagh",23.7399,90.3944,0
"BNG6781","22-Jul-18",2018,"Violence against civilians","National","On July 22, in the Sadarghat area of Dhaka city (Dhaka, Dhaka), a group of BCL men attacked a Jagannath University Chhatra Federation activist, leaving the activist hospitalized.","Sadarghat",23.7071,90.4051,0
"MMR5566","22-Jul-18",2018,"Violence against civilians","Subnational","On 22-July-2018, near Hka Hkye Tang Jang hill, Mansi township, Kachin state, the Myanmar military abducted two male civilians to use as guides.","Mansi",24.1161,97.2966,0
"IND33427","22-Jul-18",2018,"Violence against civilians","National","On July 22, a youth in Balaji colony was murdered for protesting against illegal activities in his neighbourhood by other locals in Kaithal city (Kaithal, Haryana). The youth's father was seriously injured trying to protect his son.","Kaithal",29.8015,76.3995,1
"IND33429","22-Jul-18",2018,"Violence against civilians","Subnational","On 22 Jul, an elderly man was assaulted by cow vigilantes (Gau Rakshak) at Hewagan in the Ramsoo area (Ramban, J&K) as he walked a buffalo towards his home village of Neel.","Ramsoo",33.3366,75.1933,0
"IND33435","22-Jul-18",2018,"Violence against civilians","National","On 22 Jul, a civilian received a gunshot wound when militants performed a 'gun salute' at the funeral of a fellow militant killed in an early gun battle with security forces.","Shalipur",33.6882,75.0043,0
"IND33442","22-Jul-18",2018,"Violence against civilians","Regional","On 22 Jul, BSF troops from the Bobiya outpost shot and killed a suspected Pakistani intruder in Hiranagar sector (Kathua, J&K).","Hiranagar",32.4549,75.2719,1
"IND33446","22-Jul-18",2018,"Violence against civilians","National","On July 22, a group of men beat a young women over a property dispute in Putolma village, Banki, Cuttack district, Odisha.","Banki",22.0951,84.8887,0
"PAK43144","22-Jul-18",2018,"Violence against civilians","Subnational","On July 22, unidentified militants opened fire on the vehicle of the JUI-F leader/MMA member and former KPK chief minister Akram Khan Durrani during an election rally in Bannu. No injuries were reported but the windshield was damaged. One source reported 4 deaths.","Bannu",32.9029,70.6355,0
"PAK43145","22-Jul-18",2018,"Violence against civilians","International","On July 22, at least 20 people were injured after a hand grenade exploded outside Balochistan Awami Party's electoral office in Dalbadin. It was not clear who threw the grenade.","Dalbandin",28.8884,64.4061,0
"PAK43146","22-Jul-18",2018,"Violence against civilians","National-International","On July 22, five people including, PTI leader and candidate for PK-99, Ikramullah Khan Gandapur, and 2 police, were injured in a suicide attack in Kulachi area of Dera Ismail Khan. Ikramullah Khan Gandapur and his driver later died in hospital. 3 total fatalities including the bomber.","Kulachi",31.9286,70.4592,3
"PAK43147","22-Jul-18",2018,"Violence against civilians","Subnational","On July 22, two mechanics were injured when unidentified men threw a grenade into their garage in the Mach area of Bolan district.","Mach",29.8683,67.3224,0
"PAK43148","22-Jul-18",2018,"Violence against civilians","Subnational-National","On July 22, at least 30 people were injured, including the NA-210 and PS-32 candidates for the PPP in an attack in the Pir Jo Goth area of Khairpur. The PPP accused GDA members of being behind the attack. 1 person later died of their injuries.","Pirjo Goth",27.5935,68.6188,1
"PHL5322","22-Jul-18",2018,"Violence against civilians","National","The wife of a slain drug suspect (Jennifer Taporado) was allegedly killed by armed drug suspects at Caloocan City, Metro Manila on July 22.","Caloocan",14.6495,120.9678,1
"PHL5324","22-Jul-18",2018,"Violence against civilians","National","A drug suspect (Reymart Sta. Juana) was killed during a police raid at Barangay Pagala, Baliuag town, Bulacan province on July 22.","Baliuag",14.9547,120.8969,1
"PHL5325","22-Jul-18",2018,"Violence against civilians","National","A drug suspect (alias Makmak) was killed during a police raid at Barangay 63, Caloocan City, Metro Manila on July 22.","Caloocan",14.6495,120.9678,1
"AFG11836","22-Jul-18",2018,"Violence against civilians","National-International","Unidentified gunmen opened fire on worshippers inside a mosque in Shamshpor village, Surkh Rod District, Nangarhar Province, on July 22. 4 civilians were killed and 3, including the imam, were injured.","Sultanpur",34.412,70.2963,4
"IRQ13604","22-Jul-18",2018,"Violence against civilians","Other-Local","On Jul 22, IS militants attacked the village of Kanoos in the Shirqat area of Salahuddin province. No casualties reported.","Qaryat Kanus al Ulya",35.6763,43.2902,0
"LBN866","22-Jul-18",2018,"Violence against civilians","National","A Palestinian detainee was found dead in Ansar Allah Movement headquarters in Mieh Mieh on July 23. The man is suspected to have been killed by Ansar Allah who had detained him.","Mieh Mieh",33.5167,35.3667,1
"SYR43028","22-Jul-18",2018,"Violence against civilians","Other-Local","A man was found on July 25th on the road to Hamam al Sheikh in the Jisr ash Shugur countryside, tortured to death.","Jisr-Ash-Shugur",35.8143,36.3206,1
"SYR43033","22-Jul-18",2018,"Violence against civilians","Other-Local","A group of Hayat Tahrir al Sham fighters attacked and assaulted members of Khan Shaykun Shura Council during a meeting of the council, wounding an unknown number of people, including a former regime colonel.","Khan Shaykun",35.4437,36.6504,0
"CAO1484","21-Jul-18",2018,"Violence against civilians","Regional","On 21 July, Boko Haram killed a person in Goldavi and stole 13 sheeps.","Geldavi",11.0336,13.943,1
"SAF10031","21-Jul-18",2018,"Violence against civilians","National","On 21 July, an ANCYL leader in KwaZulu-Natal was shot dead in apparent politically motivated killing in Umlazi.","Umlazi",-29.9667,30.8833,0
"PSE3426","21-Jul-18",2018,"Violence against civilians","Regional","On 21-July-2018 Israeli forces assaulted a Palestinian civilian with Down syndrome in the Bab al-Zawiya area of Hebron, West Bank. The victim suffered from a broken arm.","Hebron-Bab az Zawiyah",31.5278,35.1014,0
"IRQ13593","21-Jul-18",2018,"Violence against civilians","Subnational","On July 21, suspected IS militants attacked a civilian home in Mardan village, northeast Baquba city, killing 1 civilian.","Qaryat Al Mardan",32.9975,44.8337,1
"IRQ13594","21-Jul-18",2018,"Violence against civilians","Subnational","On July 21, suspected IS militants attacked a civilian in the vicinity of Khalis district center, killing him.","Al-Khalis",33.8512,44.5205,1
"YEM21935","21-Jul-18",2018,"Violence against civilians","Subnational-National","Imam of the Abdullah Azzam mosque in Aden's al Mu'allah district was reportedly killed on the 21 July 2018 by unidentified armed men in a drive-by shooting assassination. The gunmen escaped","Aden-Ad Dakkah",12.7918,45.0195,1
"YEM21937","21-Jul-18",2018,"Violence against civilians","Regional","A child was reportedly shot dead by an Al-Houthi sniper in the Silw area of Dhi Na'im district, Al-Bayda.","Dhi Naim",14.1057,45.4481,1
"BGD6773","21-Jul-18",2018,"Violence against civilians","National","On July 21, in Haripur Upazila (Thakurgaon, Rangpur), Border Security Force of India shot and killed a Bangladeshi national along the border.","Haripur",25.8127,88.1448,1
"IND33401","21-Jul-18",2018,"Violence against civilians","National","On July 21, IPFT members stormed a local level meeting of BJP, pelted stones and vandalised property in Gamchakobra village under Lefunga police station of Mohanpur in North of Agartala (Tripura). One person was injured.","Mohanpur",23.9715,91.3718,0
"BUR8089","21-Jul-18",2018,"Violence against civilians","Local","On 21 July, a member of the FNL pro-Agathon Rwasa from Nyarusange locality, Rango zone and commune, was beaten and injured by two Imbonerakure. The victim was seriously injured on one of his ears and was taken to the Gasenyi health center. These young people from the ruling party blamed him for not contributing to the 2020 elections.","Nyarusange",-3.1046,29.7772,0
"CAO1485","21-Jul-18",2018,"Violence against civilians","Subnational","On 21 July a man was killed and cattle stolen during a raid by Boko Haram in the village of Goldavi, Mozogo Extreme-Nord.","Mozogo",10.9638,13.9065,1
"DRC12790","21-Jul-18",2018,"Violence against civilians","Subnational","On July 21, Mayi Mayi Malaika and Hapa Na Pale militias clashed with the FARDC in Kongolo area, Tanganyika Province. Two killed. After being defeated, they reportedly burned down the villages of Kambinga and Tshibambe, some 65km northwest of Kongolo (approx- coordinates used).","Kambinga",-5.0311,26.434,0
