title,date,image,nationality,country,color
"Marianne Dorothy Harland (1759–1785), Later Mrs. William Dalrymple",1762,https://images.metmuseum.org/CRDImages/ep/web-large/DP169647.jpg,British,,"[33, 27, 20]"
Ensign Lionel Robert Tollemache (1774–1793),1762,https://images.metmuseum.org/CRDImages/ep/web-large/57272.jpg,British,,"[187, 187, 187]"
Self-Portrait,1770,https://images.metmuseum.org/CRDImages/ep/web-large/DT200582.jpg,British,,"[73, 64, 47]"
A Woman Gathering Faggots at Ville-d'Avray,1871,https://images.metmuseum.org/CRDImages/ep/web-large/DP124091.jpg,French,,"[69, 72, 61]"
A Woman Reading,1869,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16589-001.jpg,French,,"[40, 36, 27]"
"Admiral Harry Paulet (1719/20–1794), Sixth Duke of Bolton",1760,https://images.metmuseum.org/CRDImages/ep/web-large/DP168993.jpg,British,,"[37, 33, 31]"
Portrait of a Woman,1767,https://images.metmuseum.org/CRDImages/ep/web-large/175485.jpg,British,,"[234, 234, 234]"
The Storm,1880,https://images.metmuseum.org/CRDImages/ep/web-large/DT11964.jpg,French,,"[37, 37, 35]"
"Madame Frederic Breyer (Fanny Hélène Van Bruyssel, 1830–1894)",1858,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17408-001.jpg,French,,"[20, 15, 6]"
"Saints Peter, Martha, Mary Magdalen, and Leonard",1510,https://images.metmuseum.org/CRDImages/ep/web-large/DT2838.jpg,Italian,,"[41, 24, 18]"
The Calm Sea,1869,https://images.metmuseum.org/CRDImages/ep/web-large/DT1973.jpg,French,,"[192, 185, 153]"
Marine: The Waterspout,1870,https://images.metmuseum.org/CRDImages/ep/web-large/DT1965.jpg,French,,"[61, 59, 48]"
The Young Bather,1866,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15681-001.jpg,French,,"[59, 57, 38]"
"Jo, La Belle Irlandaise",1865,https://images.metmuseum.org/CRDImages/ep/web-large/DT1909.jpg,French,,"[45, 33, 28]"
The Woman in the Waves,1868,https://images.metmuseum.org/CRDImages/ep/web-large/DT887.jpg,French,,"[61, 56, 48]"
After the Hunt,1854,https://images.metmuseum.org/CRDImages/ep/web-large/DT1963.jpg,French,,"[53, 39, 12]"
A Brook in the Forest,1868,https://images.metmuseum.org/CRDImages/ep/web-large/DP302942.jpg,French,,"[44, 44, 33]"
"A Brook in a Clearing (possibly ""Brook, Valley of Fontcouverte; Study"")",1862,https://images.metmuseum.org/CRDImages/ep/web-large/DP302937.jpg,French,,"[47, 51, 30]"
The Deer,1860,https://images.metmuseum.org/CRDImages/ep/web-large/EP1059.jpg,French,,"[79, 62, 39]"
Alphonse Promayet (1822–1872),1851,https://images.metmuseum.org/CRDImages/ep/web-large/DT1958.jpg,French,,"[46, 38, 37]"
The Hidden Brook,1873,https://images.metmuseum.org/CRDImages/ep/web-large/DP290289.jpg,French,,"[43, 43, 32]"
Woman with a Parrot,1866,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17680-001.jpg,French,,"[20, 15, 8]"
The Fishing Boat,1865,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-031.jpg,French,,"[122, 111, 86]"
Hunting Dogs with Dead Hare,1857,https://images.metmuseum.org/CRDImages/ep/web-large/DT1961.jpg,French,,"[50, 27, 6]"
Louis Gueymard (1822–1880) as Robert le Diable,1857,https://images.metmuseum.org/CRDImages/ep/web-large/DT1975.jpg,French,,"[46, 39, 30]"
Charles Suisse,1861,https://images.metmuseum.org/CRDImages/ep/web-large/DT1962.jpg,French,,"[25, 20, 12]"
Portrait of a Man,1857,https://images.metmuseum.org/CRDImages/ep/web-large/DT1968.jpg,French,,"[29, 22, 12]"
River and Rocks,1873,https://images.metmuseum.org/CRDImages/ep/web-large/DP302935.jpg,French,,"[46, 44, 33]"
"Madame Auguste Cuoq (Mathilde Desportes, 1827–1910)",1852,https://images.metmuseum.org/CRDImages/ep/web-large/DT1960.jpg,French,,"[25, 22, 18]"
Nude with Flowering Branch,1863,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1275-001.jpg,French,,"[169, 140, 102]"
The Sea,1865,https://images.metmuseum.org/CRDImages/ep/web-large/DT1966.jpg,French,,"[51, 48, 23]"
View of Ornans,1854,https://images.metmuseum.org/CRDImages/ep/web-large/DT1976.jpg,French,,"[58, 57, 20]"
Spring Flowers,1855,https://images.metmuseum.org/CRDImages/ep/web-large/ep29.100.121.bw.R.jpg,French,,"[48, 48, 48]"
Apples,1850,https://images.metmuseum.org/CRDImages/ep/web-large/ep29.100.123.bw.R.jpg,French,,"[46, 46, 46]"
The Source of the Loue,1864,https://images.metmuseum.org/CRDImages/ep/web-large/DT1964.jpg,French,,"[52, 45, 28]"
The Source,1862,https://images.metmuseum.org/CRDImages/ep/web-large/DP124050.jpg,French,,"[39, 39, 23]"
"Portrait of a Woman, Called Héloïse Abélard",1850,https://images.metmuseum.org/CRDImages/ep/web-large/ep29.100.119.bw.R.jpg,French,,"[52, 52, 52]"
Woman in a Riding Habit (L'Amazone),1856,https://images.metmuseum.org/CRDImages/ep/web-large/DT2147.jpg,French,,"[52, 54, 55]"
Christ and the Adulteress,1545,https://images.metmuseum.org/CRDImages/ep/web-large/DP280360.jpg,German,,"[53, 47, 41]"
Soap Bubbles,1859,https://images.metmuseum.org/CRDImages/ep/web-large/DT2143.jpg,French,,"[44, 34, 18]"
Lukas Spielhausen,1532,https://images.metmuseum.org/CRDImages/ep/web-large/DP278979.jpg,German,,"[40, 32, 28]"
Christ Blessing the Children,1545,https://images.metmuseum.org/CRDImages/ep/web-large/DP280362.jpg,German,,"[54, 47, 42]"
The Legend of Cloelia,1475,https://images.metmuseum.org/CRDImages/ep/web-large/SF 11.126.2.jpg,Italian,,"[128, 103, 49]"
"Johann (1498–1537), Duke of Saxony",1534,https://images.metmuseum.org/CRDImages/ep/web-large/DP280918.jpg,German,,"[33, 29, 26]"
The Martyrdom of Saint Barbara,1505,https://images.metmuseum.org/CRDImages/ep/web-large/DP159770.jpg,German,,"[65, 59, 47]"
Judith with the Head of Holofernes,1525,https://images.metmuseum.org/CRDImages/ep/web-large/DP280784.jpg,German,,"[46, 41, 36]"
Samson and Delilah,1528,https://images.metmuseum.org/CRDImages/ep/web-large/DP159774.jpg,German,,"[31, 25, 17]"
The Judgment of Paris,1523,https://images.metmuseum.org/CRDImages/ep/web-large/DP280358.jpg,German,,"[48, 43, 33]"
"Friedrich III (1463–1525), the Wise, Elector of Saxony",1533,https://images.metmuseum.org/CRDImages/ep/web-large/DP278968.jpg,German,,"[65, 62, 52]"
Venus and Cupid,1525,https://images.metmuseum.org/CRDImages/ep/web-large/DP280356.jpg,German,,"[24, 22, 20]"
"Johann I (1468–1532), the Constant, Elector of Saxony",1532,https://images.metmuseum.org/CRDImages/ep/web-large/DP278975.jpg,German,,"[76, 67, 54]"
Portrait of a Man,1537,https://images.metmuseum.org/CRDImages/ep/web-large/DP280788.jpg,German,,"[34, 35, 29]"
Portrait of a Man with a Rosary,1503,https://images.metmuseum.org/CRDImages/ep/web-large/DP280790.jpg,German,,"[31, 27, 18]"
"Johann I (1468–1532), the Constant, Elector of Saxony",1532,https://images.metmuseum.org/CRDImages/ep/web-large/DP280599.jpg,German,,"[90, 85, 75]"
Martin Luther (1483–1546),1532,https://images.metmuseum.org/CRDImages/ep/web-large/DP159769.jpg,German,,"[30, 29, 28]"
The Meeting of Alexander the Great and Diogenes,1605,https://images.metmuseum.org/CRDImages/ep/web-large/ep71.1.bw.R.jpg,Flemish,,"[38, 38, 38]"
Philip IV (1605–1665) in Parade Armor,1623,https://images.metmuseum.org/CRDImages/ep/web-large/DT211613.jpg,Flemish,,"[74, 28, 17]"
Saint Lucy and Her Mother at the Shrine of Saint Agatha; Saint Lucy Giving Alms; Saint Lucy before Paschasius; Saint Lucy Resisting Efforts to Move Her,1367,https://images.metmuseum.org/CRDImages/ep/web-large/EP331.jpg,Italian,,"[177, 134, 66]"
Madonna and Child Enthroned,1472,https://images.metmuseum.org/CRDImages/ep/web-large/DT8827.jpg,Italian,,"[126, 88, 35]"
Madonna and Child Enthroned with Two Angels and a Donor,1481,https://images.metmuseum.org/CRDImages/ep/web-large/ep41.100.32.bw.R.jpg,Italian,,"[55, 55, 55]"
"Hautbois Common, Norfolk",1805,https://images.metmuseum.org/CRDImages/ep/web-large/DP167135.jpg,British,,"[61, 52, 33]"
Pietà,1476,https://images.metmuseum.org/CRDImages/ep/web-large/DT383.jpg,Italian,,"[146, 105, 46]"
Madonna and Child with Two Angels,1481,https://images.metmuseum.org/CRDImages/ep/web-large/DT8828.jpg,Italian,,"[115, 79, 31]"
Madonna and Child,1475,https://images.metmuseum.org/CRDImages/ep/web-large/DT1356.jpg,Italian,,"[116, 94, 66]"
Princess María Francisca de Asis de Borbón and Her Son Infante Carlos Luis María Fernando de Borbón,1818,https://images.metmuseum.org/CRDImages/ep/web-large/ep45.110.4a.R.jpg,Spanish,,"[194, 178, 168]"
Bacchus and Nymphs in a Landscape,1640,https://images.metmuseum.org/CRDImages/ep/web-large/DP143164.jpg,Dutch,,"[56, 39, 22]"
Saint Dominic,1472,https://images.metmuseum.org/CRDImages/ep/web-large/DT354152.jpg,Italian,,"[22, 17, 12]"
Portrait of a Woman,1775,https://images.metmuseum.org/CRDImages/ep/web-large/94566.jpg,British,,"[229, 229, 229]"
Landscape with the Flight into Egypt,1645,https://images.metmuseum.org/CRDImages/ep/web-large/DP143208.jpg,Dutch,,"[115, 101, 79]"
Piping Shepherds,1643,https://images.metmuseum.org/CRDImages/ep/web-large/DP143163.jpg,Dutch,,"[141, 130, 108]"
Children and a Cow,1635,https://images.metmuseum.org/CRDImages/ep/web-large/DP146486.jpg,Dutch,,"[74, 57, 33]"
"Joseph II (1741–1790), Emperor of Austria",1775,https://images.metmuseum.org/CRDImages/ep/web-large/ep95.14.68.R.jpg,German,,"[206, 200, 196]"
Portrait of an Officer,1812,https://images.metmuseum.org/CRDImages/ep/web-large/57117.jpg,French,,"[211, 211, 211]"
Young Herdsmen with Cows,1655,https://images.metmuseum.org/CRDImages/ep/web-large/DP146445.jpg,Dutch,,"[132, 125, 99]"
Christ Enthroned with Saints,1320,https://images.metmuseum.org/CRDImages/ep/web-large/DP261714.jpg,Italian,,"[49, 39, 31]"
A Miracle of Saint Joseph of Cupertino (1603–1663),1750,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12357-001.jpg,,,"[48, 33, 21]"
Schloss Milkel in Moonlight,1833,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16387-001.jpg,,,"[37, 28, 23]"
Carlo Rimbotti (1518–1591),1548,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14882-001.jpg,,,"[30, 22, 17]"
Equestrian Portrait of Cornelis (1639–1680) and Michiel Pompe van Meerdervoort (1638–1653) with Their Tutor and Coachman,1652,https://images.metmuseum.org/CRDImages/ep/web-large/DP146442.jpg,Dutch,,"[61, 53, 32]"
Saint Reparata before the Emperor Decius,1333,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13336-001.jpg,Italian,,"[143, 104, 71]"
The Crucifixion,1327,https://images.metmuseum.org/CRDImages/ep/web-large/ep41.190.12.bw.R.jpg,Italian,,"[177, 177, 177]"
Saint Reparata Being Prepared for Execution,1327,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13337-001.jpg,Italian,,"[135, 94, 59]"
Madonna and Child Enthroned with Saints,1327,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.70.bw.R.jpg,Italian,,"[196, 196, 196]"
Madonna and Child Enthroned with Saints,1327,https://images.metmuseum.org/CRDImages/ep/web-large/ep41.100.15.bw.R.jpg,Italian,,"[147, 147, 147]"
Saint Reparata Tortured with Red-Hot Irons,1327,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13338-001.jpg,Italian,,"[127, 87, 51]"
Portrait of a Woman,1696,https://images.metmuseum.org/CRDImages/ep/web-large/DP169402.jpg,Swedish,,"[52, 41, 25]"
Landscape on a River,1863,https://images.metmuseum.org/CRDImages/ep/web-large/2106.jpg,French,,"[211, 211, 211]"
Uvedale Tomkyns Price (1685–1764) and Members of His Family,1730,https://images.metmuseum.org/CRDImages/ep/web-large/DP167131.jpg,British,,"[70, 60, 45]"
The Banks of the Oise,1863,https://images.metmuseum.org/CRDImages/ep/web-large/ep14.40.815.bw.R.jpg,French,,"[38, 38, 38]"
Charity,1616,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15425-001.jpg,Italian,,"[36, 33, 31]"
A River Landscape with Storks,1864,https://images.metmuseum.org/CRDImages/ep/web-large/EP1038.jpg,French,,"[233, 220, 200]"
Boats on the Seacoast at Étaples,1871,https://images.metmuseum.org/CRDImages/ep/web-large/DT1981.jpg,French,,"[130, 139, 124]"
Apple Blossoms,1873,https://images.metmuseum.org/CRDImages/ep/web-large/DT2145.jpg,French,,"[38, 40, 22]"
Portejoie on the Seine,1850,https://images.metmuseum.org/CRDImages/ep/web-large/2110.jpg,French,,"[187, 187, 187]"
The Seine: Morning,1874,https://images.metmuseum.org/CRDImages/ep/web-large/2114.jpg,French,,"[207, 207, 207]"
The Hamlet of Optevoz,1849,https://images.metmuseum.org/CRDImages/ep/web-large/DT332111.jpg,French,,"[43, 35, 38]"
Don Quixote and the Dead Mule,1828,https://images.metmuseum.org/CRDImages/ep/web-large/EP1036.jpg,French,,"[80, 55, 31]"
Landscape with a Sunlit Stream,1877,https://images.metmuseum.org/CRDImages/ep/web-large/DT2146.jpg,French,,"[69, 68, 36]"
The Drinkers,1841,https://images.metmuseum.org/CRDImages/ep/web-large/ep54.143.1.R.jpg,French,,"[57, 41, 26]"
The Laundress,1863,https://images.metmuseum.org/CRDImages/ep/web-large/DT2141.jpg,French,,"[66, 50, 38]"
The Crucifixion,1495,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17230-001.jpg,Netherlandish,,"[50, 45, 36]"
The Nativity with Donors and Saints Jerome and Leonard,1510,https://images.metmuseum.org/CRDImages/ep/web-large/DT1476.jpg,Netherlandish,,"[63, 59, 51]"
The Nativity,1480,https://images.metmuseum.org/CRDImages/ep/web-large/DT1477.jpg,Netherlandish,,"[162, 132, 86]"
Christ Taking Leave of His Mother,1495,https://images.metmuseum.org/CRDImages/ep/web-large/DT7217.jpg,Netherlandish,,"[51, 39, 24]"
The Third-Class Carriage,1862,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-025.jpg,French,,"[35, 19, 7]"
The Annunciation,1506,https://images.metmuseum.org/CRDImages/ep/web-large/DT1473.jpg,Netherlandish,,"[40, 44, 47]"
Virgin and Child,1515,https://images.metmuseum.org/CRDImages/ep/web-large/DT1482.jpg,Netherlandish,,"[35, 37, 25]"
The Rest on the Flight into Egypt,1512,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-023.jpg,Netherlandish,,"[35, 37, 34]"
The Adoration of the Magi,1515,https://images.metmuseum.org/CRDImages/ep/web-large/DT8849.jpg,Netherlandish,,"[49, 36, 31]"
Virgin and Child with Four Angels,1510,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1410-001.jpg,Netherlandish,,"[55, 44, 35]"
"Benjamin Franklin (1706–1790), after a Painting by Greuze of 1777",1777,https://images.metmuseum.org/CRDImages/ep/web-large/ep68.222.9.R.jpg,French,,"[221, 216, 203]"
Head of a Child,1768,https://images.metmuseum.org/CRDImages/ep/web-large/DP312864.jpg,French,,"[120, 90, 62]"
"Marie-Thérèse-Charlotte (1778–1851), Daughter of Louis XVI",1795,https://images.metmuseum.org/CRDImages/ep/web-large/DP327715.jpg,French,,"[201, 199, 198]"
General Étienne-Maurice Gérard (1773–1852),1816,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13141-001.jpg,French,,"[103, 73, 53]"
The Good Samaritan,1845,https://images.metmuseum.org/CRDImages/ep/web-large/DP346117.jpg,French,,"[56, 41, 29]"
The Experts,1837,https://images.metmuseum.org/CRDImages/ep/web-large/DT209332.jpg,French,,"[29, 24, 23]"
The Forge,1755,https://images.metmuseum.org/CRDImages/ep/web-large/ep71.93.R.jpg,Flemish,,"[54, 35, 23]"
The Turkish Patrol,1823,https://images.metmuseum.org/CRDImages/ep/web-large/DT202029.jpg,French,,"[56, 44, 19]"
"Antoine Laurent Lavoisier (1743–1794) and His Wife (Marie Anne Pierrette Paulze, 1758–1836)",1788,https://images.metmuseum.org/CRDImages/ep/web-large/DT1992.jpg,French,,"[62, 55, 46]"
The Rope Dance,1755,https://images.metmuseum.org/CRDImages/ep/web-large/ep71.105.R.jpg,Flemish,,"[67, 53, 36]"
The Old Italian Woman,1857,https://images.metmuseum.org/CRDImages/ep/web-large/EP1004.jpg,French,,"[141, 106, 63]"
"The Artist's Cousin, Probably Mrs. William Bell (Mathilde Musson, 1841–1878)",1873,https://images.metmuseum.org/CRDImages/ep/web-large/DP338363.jpg,French,,"[149, 132, 117]"
Woman on a Sofa,1875,https://images.metmuseum.org/CRDImages/ep/web-large/DP289327.jpg,French,,"[206, 150, 117]"
The Death of Socrates,1787,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13139-001.jpg,French,,"[38, 30, 22]"
The Collector of Prints,1866,https://images.metmuseum.org/CRDImages/ep/web-large/DT1920.jpg,French,,"[38, 36, 28]"
"The Ballet from ""Robert le Diable""",1871,https://images.metmuseum.org/CRDImages/ep/web-large/DT1911.jpg,French,,"[45, 33, 23]"
Woman Bathing in a Shallow Tub,1885,https://images.metmuseum.org/CRDImages/ep/web-large/DP253483.jpg,French,,"[118, 106, 93]"
Bather Stepping into a Tub,1885,https://images.metmuseum.org/CRDImages/ep/web-large/DP253484.jpg,French,,"[148, 123, 102]"
Woman with a Towel,1894,https://images.metmuseum.org/CRDImages/ep/web-large/DP253482.jpg,French,,"[123, 114, 89]"
A Woman Seated beside a Vase of Flowers (Madame Paul Valpinçon?),1865,https://images.metmuseum.org/CRDImages/ep/web-large/DT1566.jpg,French,,"[102, 87, 54]"
Dancer Onstage,1872,https://images.metmuseum.org/CRDImages/ep/web-large/DT1913.jpg,French,,"[94, 106, 93]"
At the Milliner's,1882,https://images.metmuseum.org/CRDImages/ep/web-large/DT1046.jpg,French,,"[51, 42, 34]"
The Dancers,1854,https://images.metmuseum.org/CRDImages/ep/web-large/77I_053R2M.jpg,French,,"[122, 104, 87]"
The Dance Lesson,1874,https://images.metmuseum.org/CRDImages/ep/web-large/DT1883.jpg,French,,"[175, 154, 120]"
Dancer with a Fan,1875,https://images.metmuseum.org/CRDImages/ep/web-large/ep29.100.188.bw.R.jpg,French,,"[220, 220, 220]"
Dancer with a Fan,1890,https://images.metmuseum.org/CRDImages/ep/web-large/DT12066.jpg,French,,"[108, 93, 60]"
Fan Mount: Ballet Girls,1879,https://images.metmuseum.org/CRDImages/ep/web-large/DT1869.jpg,French,,"[61, 53, 38]"
Fan Mount: The Ballet,1879,https://images.metmuseum.org/CRDImages/ep/web-large/DT241540.jpg,French,,"[43, 46, 39]"
Dancers in the Rehearsal Room with a Double Bass,1882,https://images.metmuseum.org/CRDImages/ep/web-large/DP275510.jpg,French,,"[57, 48, 32]"
"Dancers, Pink and Green",1885,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-033.jpg,French,,"[62, 65, 51]"
Dancers Practicing at the Barre,1877,https://images.metmuseum.org/CRDImages/ep/web-large/DT840.jpg,French,,"[105, 96, 79]"
The Dancing Class,1870,https://images.metmuseum.org/CRDImages/ep/web-large/DT1564.jpg,French,,"[121, 95, 58]"
Joseph-Henri Altès (1826–1895),1868,https://images.metmuseum.org/CRDImages/ep/web-large/DT204709.jpg,French,,"[60, 36, 20]"
The Milliner,1877,https://images.metmuseum.org/CRDImages/ep/web-large/DP289328.jpg,French,,"[121, 99, 80]"
"Madame Théodore Gobillard (Yves Morisot, 1838–1893)",1869,https://images.metmuseum.org/CRDImages/ep/web-large/DT2156.jpg,French,,"[175, 134, 75]"
Mademoiselle Marie Dihau (1843–1935),1867,https://images.metmuseum.org/CRDImages/ep/web-large/DT267444.jpg,French,,"[56, 43, 28]"
Portrait of a Woman in Gray,1860,https://images.metmuseum.org/CRDImages/ep/web-large/DT1912.jpg,French,,"[163, 123, 87]"
James-Jacques-Joseph Tissot (1836–1902),1867,https://images.metmuseum.org/CRDImages/ep/web-large/DT2117.jpg,French,,"[63, 53, 49]"
Portraits at the Stock Exchange,1878,https://images.metmuseum.org/CRDImages/ep/web-large/DT1044.jpg,French,,"[92, 95, 102]"
Self-Portrait,1855,https://images.metmuseum.org/CRDImages/ep/web-large/DT1922.jpg,French,,"[45, 31, 29]"
The Rehearsal Onstage,1871,https://images.metmuseum.org/CRDImages/ep/web-large/DT1006.jpg,French,,"[99, 88, 75]"
Russian Dancer,1899,https://images.metmuseum.org/CRDImages/ep/web-large/77I_052R2M.jpg,French,,"[114, 105, 82]"
Portrait of a Young Woman,1880,https://images.metmuseum.org/CRDImages/ep/web-large/DT297552.jpg,French,,"[139, 116, 74]"
The Singer in Green,1879,https://images.metmuseum.org/CRDImages/ep/web-large/DT1045.jpg,French,,"[117, 119, 85]"
The Rehearsal of the Ballet Onstage,1871,https://images.metmuseum.org/CRDImages/ep/web-large/DT1565.jpg,French,,"[100, 90, 64]"
