Level,Indicator,Value,Region,Subregion,Territory,Year,Source,Source Description
Country,Homicide count,17,Americas,Caribbean,Antigua and Barbuda,2007,OAS,Organization of American States (OAS)
Country,Homicide count,16,Americas,Caribbean,Antigua and Barbuda,2008,OAS,Organization of American States (OAS)
Country,Homicide count,16,Americas,Caribbean,Antigua and Barbuda,2009,OAS,Organization of American States (OAS)
Country,Homicide count,6,Americas,Caribbean,Antigua and Barbuda,2010,OAS,Organization of American States (OAS)
Country,Homicide count,10,Americas,Caribbean,Antigua and Barbuda,2012,OAS,Organization of American States (OAS)
Country,Homicide rate,1.5991556458,Americas,Caribbean,Antigua and Barbuda,1990,MD,World Health Organization Mortality Database
Country,Homicide rate,4.7346243076,Americas,Caribbean,Antigua and Barbuda,1991,MD,World Health Organization Mortality Database
Country,Homicide rate,3.1027474829,Americas,Caribbean,Antigua and Barbuda,1992,MD,World Health Organization Mortality Database
Country,Homicide rate,6.0811529866,Americas,Caribbean,Antigua and Barbuda,1993,MD,World Health Organization Mortality Database
Country,Homicide rate,7.4403654708,Americas,Caribbean,Antigua and Barbuda,1994,MD,World Health Organization Mortality Database
Country,Homicide rate,10.193383038,Americas,Caribbean,Antigua and Barbuda,1995,MD,World Health Organization Mortality Database
Country,Homicide rate,4.2749658003,Americas,Caribbean,Antigua and Barbuda,1996,PAHO,Pan American Health Organization (PAHO)
Country,Homicide rate,1.3945639896,Americas,Caribbean,Antigua and Barbuda,1997,PAHO,Pan American Health Organization (PAHO)
Country,Homicide rate,6.5783414685,Americas,Caribbean,Antigua and Barbuda,2000,OAS,Organization of American States (OAS)
Country,Homicide rate,9.0659482982,Americas,Caribbean,Antigua and Barbuda,2001,OAS,Organization of American States (OAS)
Country,Homicide rate,6.3858591535,Americas,Caribbean,Antigua and Barbuda,2002,OAS,Organization of American States (OAS)
Country,Homicide rate,6.3042957471,Americas,Caribbean,Antigua and Barbuda,2003,OAS,Organization of American States (OAS)
Country,Homicide rate,4.9784061633,Americas,Caribbean,Antigua and Barbuda,2004,OAS,Organization of American States (OAS)
Country,Homicide rate,3.6826986816,Americas,Caribbean,Antigua and Barbuda,2005,OAS,Organization of American States (OAS)
Country,Homicide rate,13.298676177,Americas,Caribbean,Antigua and Barbuda,2006,OAS,Organization of American States (OAS)
Country,Homicide rate,20.231110688,Americas,Caribbean,Antigua and Barbuda,2007,OAS,Organization of American States (OAS)
Country,Homicide rate,18.736679392,Americas,Caribbean,Antigua and Barbuda,2008,OAS,Organization of American States (OAS)
Country,Homicide rate,18.445292416,Americas,Caribbean,Antigua and Barbuda,2009,OAS,Organization of American States (OAS)
Country,Homicide rate,6.8158582301,Americas,Caribbean,Antigua and Barbuda,2010,OAS,Organization of American States (OAS)
Country,Homicide rate,11.061090402,Americas,Caribbean,Antigua and Barbuda,2012,OAS,Organization of American States (OAS)
Country,Homicide count,3129,Americas,South America,Argentina,2001,MoS,Ministry of Security
Country,Homicide count,3570,Americas,South America,Argentina,2002,MoS,Ministry of Security
Country,Homicide count,2967,Americas,South America,Argentina,2003,MoS,Ministry of Security
Country,Homicide count,2338,Americas,South America,Argentina,2004,MoS,Ministry of Security
Country,Homicide count,2198,Americas,South America,Argentina,2005,MoS,Ministry of Security
Country,Homicide count,2111,Americas,South America,Argentina,2006,MoS,Ministry of Security
Country,Homicide count,2139,Americas,South America,Argentina,2007,MoS,Ministry of Security
Country,Homicide count,2371,Americas,South America,Argentina,2008,MoS,Ministry of Security
Country,Homicide count,2642,Americas,South America,Argentina,2009,MoS,Ministry of Security
Country,Homicide count,2384,Americas,South America,Argentina,2010,MoS,Ministry of Security
Country,Homicide count,2511,Americas,South America,Argentina,2011,MoS,Ministry of Security
Country,Homicide count,2648,Americas,South America,Argentina,2012,MoS,Ministry of Security
Country,Homicide count,3072,Americas,South America,Argentina,2013,MoS,Ministry of Security
Country,Homicide count,3228,Americas,South America,Argentina,2014,MoS,Ministry of Security
Country,Homicide count,2837,Americas,South America,Argentina,2015,MoS,Ministry of Security
Country,Homicide count,2625,Americas,South America,Argentina,2016,MoS,Ministry of Security
Country,Homicide count,2289,Americas,South America,Argentina,2017,MoS,Ministry of Security
Country,Homicide count,2362,Americas,South America,Argentina,2018,MoS,Ministry of Security
Country,Homicide rate,8.3942211703,Americas,South America,Argentina,2001,MoS,Ministry of Security
Country,Homicide rate,9.4740840412,Americas,South America,Argentina,2002,MoS,Ministry of Security
Country,Homicide rate,7.7898824786,Americas,South America,Argentina,2003,MoS,Ministry of Security
Country,Homicide rate,6.0739941344,Americas,South America,Argentina,2004,MoS,Ministry of Security
Country,Homicide rate,5.6514136093,Americas,South America,Argentina,2005,MoS,Ministry of Security
Country,Homicide rate,5.3728853713,Americas,South America,Argentina,2006,MoS,Ministry of Security
Country,Homicide rate,5.3900404903,Americas,South America,Argentina,2007,MoS,Ministry of Security
Country,Homicide rate,5.9156451949,Americas,South America,Argentina,2008,MoS,Ministry of Security
Country,Homicide rate,6.5262306799,Americas,South America,Argentina,2009,MoS,Ministry of Security
Country,Homicide rate,5.8294564636,Americas,South America,Argentina,2010,MoS,Ministry of Security
Country,Homicide rate,6.0768872165,Americas,South America,Argentina,2011,MoS,Ministry of Security
Country,Homicide rate,6.341726925,Americas,South America,Argentina,2012,MoS,Ministry of Security
Country,Homicide rate,7.2803050637,Americas,South America,Argentina,2013,MoS,Ministry of Security
Country,Homicide rate,7.5707989313,Americas,South America,Argentina,2014,MoS,Ministry of Security
Country,Homicide rate,6.5861232774,Americas,South America,Argentina,2015,MoS,Ministry of Security
Country,Homicide rate,6.0333095226,Americas,South America,Argentina,2016,MoS,Ministry of Security
Country,Homicide rate,5.2097151606,Americas,South America,Argentina,2017,MoS,Ministry of Security
Country,Homicide rate,5.3244787387,Americas,South America,Argentina,2018,MoS,Ministry of Security
Country,Homicide count,178,Asia,Western Asia,Armenia,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,186,Asia,Western Asia,Armenia,1991,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,305,Asia,Western Asia,Armenia,1992,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,268,Asia,Western Asia,Armenia,1993,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,157,Asia,Western Asia,Armenia,1994,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,116,Asia,Western Asia,Armenia,1995,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,114,Asia,Western Asia,Armenia,1996,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,100,Asia,Western Asia,Armenia,1997,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,93,Asia,Western Asia,Armenia,1998,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,90,Asia,Western Asia,Armenia,1999,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,91,Asia,Western Asia,Armenia,2000,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,88,Asia,Western Asia,Armenia,2001,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,69,Asia,Western Asia,Armenia,2002,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,76,Asia,Western Asia,Armenia,2003,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,83,Asia,Western Asia,Armenia,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,58,Asia,Western Asia,Armenia,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,79,Asia,Western Asia,Armenia,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,77,Asia,Western Asia,Armenia,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,97,Asia,Western Asia,Armenia,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,97,Asia,Western Asia,Armenia,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,56,Asia,Western Asia,Armenia,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,71,Asia,Western Asia,Armenia,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,65,Asia,Western Asia,Armenia,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,63,Asia,Western Asia,Armenia,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,72,Asia,Western Asia,Armenia,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,75,Asia,Western Asia,Armenia,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,87,Asia,Western Asia,Armenia,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,70,Asia,Western Asia,Armenia,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,50,Asia,Western Asia,Armenia,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,5.0308578121,Asia,Western Asia,Armenia,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,5.3063277388,Asia,Western Asia,Armenia,1991,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,8.8590167363,Asia,Western Asia,Armenia,1992,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,7.9688122099,Asia,Western Asia,Armenia,1993,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,4.781244366,Asia,Western Asia,Armenia,1994,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,3.6054528122,Asia,Western Asia,Armenia,1995,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,3.5982429212,Asia,Western Asia,Armenia,1996,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,3.1917463992,Asia,Western Asia,Armenia,1997,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,2.9916128686,Asia,Western Asia,Armenia,1998,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
