"","show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description"
"77","s77","Movie","1st Summoning","Raymond Wood","Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald","United States","July 26, 2019",2018,"TV-MA","94 min","Horror Movies, Independent Movies","student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think."
"78","s78","Movie","2 Alone in Paris","Ramzy Bedia, Éric Judor","Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy","France","June 1, 2020",2008,"TV-MA","97 min","Comedies, International Movies","a bumbling paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on earth."
"79","s79","Movie","2 States","Abhishek Varman","Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma","India","August 4, 2018",2014,"TV-PG","143 min","Comedies, Dramas, International Movies","graduate students krish and ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences."
"80","s80","Movie","20 Feet From Stardom","Morgan Neville","Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega","United States","September 22, 2018",2013,"PG-13","91 min","Documentaries, Music & Musicals","winner of the 2014 academy award for best documentary feature, this film takes a look at the world of backup vocalists and the legends they support."
"81","s81","TV Show","20 Minutes","","Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer","Turkey","August 15, 2017",2013,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","when his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth."
"82","s82","Movie","2015 Dream Concert","","4Minute, B1A4, BtoB, ELSIE, EXID, EXO, Got7, INFINITE, KARA, Shinee, Sistar, VIXX, Nine Muses, BTS, Secret, Topp Dogg","South Korea","April 28, 2017",2015,"TV-PG","107 min","International Movies, Music & Musicals","the world's biggest k-pop festival marked its 21st year in 2015, with groups such as exo, 4minute and shinee electrifying the seoul world cup stadium."
"83","s83","Movie","2036 Origin Unknown","Hasraf Dulull","Katee Sackhoff, Ray Fearon, Julie Cox, Steven Cree, David Tse, Joe David Walters","United Kingdom","December 20, 2018",2018,"TV-14","95 min","Sci-Fi & Fantasy","working with an artificial intelligence to investigate the failure of a deadly mars landing, a mission controller makes an astonishing discovery."
"84","s84","Movie","20th Century Women","Mike Mills","Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup","United States","June 28, 2019",2016,"R","119 min","Dramas, Independent Movies","in 1979, single bohemian mom dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him."
"85","s85","Movie","21 & Over","Jon Lucas, Scott Moore","Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra","United States","April 16, 2019",2013,"R","93 min","Comedies","jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview."
"86","s86","TV Show","21 Again","","Laura Morgan","United Kingdom","July 1, 2020",2019,"TV-MA","1 Season","British TV Shows, Reality TV","in a social experiment, a group of daughters sends their mothers, disguised as 21-year-olds, into the world to experience life as a member of gen z."
"87","s87","TV Show","21 Sarfarosh: Saragarhi 1897","","Luke Kenny, Mohit Raina, Mukul Dev","India","December 1, 2018",2018,"TV-14","1 Season","International TV Shows, TV Dramas","in one of history's greatest last stands, a battalion of 21 sikh soldiers fights to defend their outpost from attack by over 10,000 afghans."
"88","s88","TV Show","21 Thunder","","Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore","Canada","March 1, 2018",2017,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","players and coaches for a montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence."
"89","s89","Movie","2307: Winter's Dream","Joey Curtis","Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley","United States","March 1, 2018",2016,"TV-MA","101 min","Action & Adventure, Independent Movies, Sci-Fi & Fantasy","in the frozen tundra of a futuristic arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion."
"90","s90","Movie","24 Hours to Live","Brian Smrz","Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham","South Africa, China, United States","April 7, 2018",2017,"R","93 min","Action & Adventure","revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself."
"91","s91","Movie","25 Kille","Simranjit Singh Hundal","Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi","India","October 1, 2018",2016,"TV-14","140 min","Action & Adventure, Dramas, International Movies","four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over."
"92","s92","Movie","26 Years","Geun-hyun Cho","Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min","South Korea","October 1, 2017",2012,"TV-MA","135 min","Dramas, International Movies, Thrillers","twenty-six years after the 1980 massacre at gwangju, south korea, three relatives of the victims come together to avenge the infamous orchestrator."
"93","s93","Movie","27, el club de los malditos","Nicanor Loreti","Diego Capusotto, Sofía Gala, Daniel Aráoz, Willy Toledo, El Polaco, Paula Manzone, Yayo Guridi, Guillermo Toledo","Argentina","May 1, 2018",2018,"TV-MA","82 min","Action & Adventure, Comedies, International Movies","after a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27."
"94","s94","Movie","27: Gone Too Soon","Simon Napier-Bell","Janis Joplin, Jimi Hendrix, Amy Winehouse, Jim Morrison, Kurt Cobain","United Kingdom","May 1, 2018",2017,"TV-MA","70 min","Documentaries","explore the circumstances surrounding the tragic deaths at 27 of jimi hendrix, jim morrison, brian jones, janis joplin, kurt cobain and amy winehouse."
"95","s95","Movie","28 Days","Betty Thomas","Sandra Bullock, Viggo Mortensen, Dominic West, Diane Ladd, Elizabeth Perkins, Steve Buscemi, Alan Tudyk, Mike O'Malley, Azura Skye, Reni Santoni, Marianne Jean-Baptiste","United States","September 30, 2020",2000,"PG-13","104 min","Comedies, Dramas","after her drunken antics result in property damage, an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook."
"96","s96","TV Show","28 Moons","","Jin-sung Yang, Kyu-jong Kim, Tae-hwan Kang, Geummi","South Korea","June 10, 2017",2016,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","when her fianc� acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper."
"97","s97","Movie","3 Days to Kill","McG","Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney","United States, France, Serbia","December 1, 2020",2014,"PG-13","117 min","Action & Adventure","a terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects."
"98","s98","Movie","3 Deewarein","Nagesh Kukunoor","Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor, Gulshan Grover, Aditya Lakhia, Shri Vallabh Vyas","","December 31, 2019",2003,"TV-MA","121 min","Dramas, International Movies, Thrillers","a reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them."
"99","s99","Movie","3 Generations","Gaby Dellal","Elle Fanning, Naomi Watts, Susan Sarandon, Tate Donovan, Linda Emond, Jordan Carlos, Sam Trammell, Maria Dizzia, Tessa Albertson","United States","August 28, 2017",2015,"PG-13","92 min","Dramas, LGBTQ Movies","when teenage ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father."
"100","s100","Movie","3 Heroines","Iman Brotoseno","Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan","Indonesia","January 5, 2019",2016,"TV-PG","124 min","Dramas, International Movies, Sports Movies","three indonesian women break records by becoming the first of their nation to medal in archery at the seoul olympics in the summer of 1988."
"101","s101","Movie","3 Idiots","Rajkumar Hirani","Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi, Omi Vaidya, Boman Irani, Mona Singh, Javed Jaffrey","India","August 1, 2019",2009,"PG-13","164 min","Comedies, Dramas, International Movies","while attending one of india's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system."
"102","s102","Movie","3 Seconds Divorce","Shazia Javed","","Canada","June 15, 2019",2018,"TV-PG","53 min","Documentaries, Faith & Spirituality","a muslim women's activist group in india protests against oral divorces, starting a movement to reclaim their religious and constitutional rights."
"103","s103","Movie","3 Türken & ein Baby","Sinan Akkuş","Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar","Germany","December 15, 2016",2015,"TV-MA","93 min","Comedies, International Movies","the lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby."
"104","s104","Movie","30 Days of Luxury","Hani Hamdi","Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar","Egypt","April 18, 2019",2016,"TV-14","91 min","Comedies, International Movies","with the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub."
"105","s105","Movie","30 Minutes or Less","Ruben Fleischer","Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward","United States","January 1, 2021",2011,"R","83 min","Action & Adventure, Comedies","two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit."
"106","s106","Movie","300 Miles to Heaven","Maciej Dejczer","Krzysztof Stroiński, Andrzej Mellin, Adrianna Biedrzyńska, Adrianna Biedrzyńska, Rafał Zimowski, Kama Kowalewska, Wiesław Komasa, Aleksander Bednarz, Jadwiga Jankowska-Cieslak, Wojciech Klata","Denmark, France, Poland","October 1, 2019",1989,"TV-14","93 min","Dramas, International Movies","hoping to help their dissident parents, two brothers sneak out of poland and land as refugees in denmark, where they are prevented from returning home."
"107","s107","Movie","365 Days","Barbara Białowąs, Tomasz Mandes","Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski, Otar Saralidze, Magdalena Lamparska, Natasza Urbańska, Grażyna Szapołowska, Tomasz Stockinger, Gianni Parisi, Mateusz Łasowski","Poland","June 7, 2020",2020,"TV-MA","114 min","Dramas, International Movies, Romantic Movies","a fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him."
"108","s108","Movie","37 Seconds","Hikari","Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi","Japan","January 31, 2020",2020,"TV-MA","116 min","Dramas, International Movies","trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation."
"109","s109","TV Show","3Below: Tales of Arcadia","","Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun","United States","July 12, 2019",2019,"TV-Y7","2 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","after crash-landing on earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters."
"110","s110","Movie","40 Sticks","Victor Gatonye","Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi, Xavier Ywaya","Kenya","November 20, 2020",2019,"TV-14","93 min","International Movies, Thrillers","when their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer."
"111","s111","Movie","42 Grams","Jack C. Newell","Jake Bickelhaupt","United States","February 1, 2018",2017,"TV-MA","81 min","Documentaries","after launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
