Country,Country Code,Rwanda,Year,Number of Records,Proportion of seats held by women in national parliaments (%),Proportion of seats held by women in national parliaments (%) (copy),Random Noise,World %,Year Jittered,Year Jittered (copy)
Barbados,BRB,No,2014,1,17%,16.7%,0.447116088,,2014.053909423,2014.189584612
Barbados,BRB,No,2015,1,17%,16.7%,0.287876763,,2015.210778970,2015.130113027
Barbados,BRB,No,2016,1,17%,16.7%,0.116366077,,2016.049952913,2016.187486211
Barbados,BRB,No,2017,1,17%,16.7%,0.558829376,,2017.320343839,2017.116430500
Barbados,BRB,No,2018,1,20%,20.0%,0.424051039,,2018.211844195,2018.078606702
Barbados,BRB,No,2019,1,20%,20.0%,0.758977257,,2019.198278270,2019.166942583
Belgium,BEL,No,1997,1,13%,12.7%,0.090352447,,1997.289084023,1997.253987678
Belgium,BEL,No,1998,1,13%,12.7%,0.288799090,,1998.031452482,1998.143127421
Belgium,BEL,No,1999,1,23%,23.3%,0.233110642,,1999.227119675,1999.186112429
Belgium,BEL,No,2000,1,23%,23.3%,0.054384795,,2000.036136004,2000.244137392
Belgium,BEL,No,2001,1,23%,23.3%,0.297874009,,2000.699103297,2001.095239886
Belgium,BEL,No,2002,1,23%,23.3%,0.086145181,,2001.980171139,2002.158287821
Belgium,BEL,No,2003,1,35%,35.3%,0.386610771,,2002.901839678,2003.182305375
Belgium,BEL,No,2004,1,35%,34.7%,0.037485768,,2003.964984156,2004.307986538
Belgium,BEL,No,2005,1,35%,34.7%,0.975995472,,2004.750995115,2005.027477656
Belgium,BEL,No,2006,1,35%,34.7%,0.696450630,,2006.151062184,2006.123474183
Belgium,BEL,No,2007,1,35%,35.3%,0.191688091,,2007.151323479,2007.333260759
Belgium,BEL,No,2008,1,35%,35.3%,0.937703703,,2008.120596002,2008.070265921
Belgium,BEL,No,2009,1,38%,38.0%,0.592511857,,2009.258698143,2009.007707352
Belgium,BEL,No,2010,1,39%,39.3%,0.688833182,,2010.320774462,2010.049093767
Belgium,BEL,No,2011,1,38%,38.0%,0.518960671,,2010.949401812,2011.024157641
Belgium,BEL,No,2012,1,38%,38.0%,0.214000942,,2012.286980900,2012.303945505
Belgium,BEL,No,2013,1,38%,38.0%,0.668153929,,2013.119429361,2013.276617104
Belgium,BEL,No,2014,1,39%,39.3%,0.652874392,,2013.795973954,2014.219912743
Belgium,BEL,No,2015,1,39%,39.3%,0.859688832,,2014.737307939,2015.070072267
Belgium,BEL,No,2016,1,39%,39.3%,0.342541262,,2016.143981006,2016.234867836
Belgium,BEL,No,2017,1,38%,38.0%,0.966951607,,2016.737457143,2017.217713965
Belgium,BEL,No,2018,1,38%,38.0%,0.408517695,,2018.123752387,2018.142878918
Belgium,BEL,No,2019,1,42%,42.0%,0.178967545,,2019.221857885,2019.013891829
Belize,BLZ,No,1997,1,3%,3.4%,0.138330896,,1997.263315461,1997.068824767
Belize,BLZ,No,1998,1,3%,3.4%,0.202198999,,1998.092043045,1998.332418087
Belize,BLZ,No,1999,1,7%,6.9%,0.931172817,,1999.278759678,1999.171409680
Belize,BLZ,No,2000,1,7%,6.9%,0.980221802,,2000.264615539,2000.282043888
Belize,BLZ,No,2001,1,7%,6.9%,0.131293196,,2000.822926177,2001.119637157
Belize,BLZ,No,2002,1,7%,6.9%,0.208036745,,2001.775510476,2002.233506130
Belize,BLZ,No,2003,1,3%,3.3%,0.159845388,,2002.810365605,2003.246081405
Belize,BLZ,No,2004,1,7%,6.7%,0.898372846,,2004.048528145,2004.165880651
Belize,BLZ,No,2005,1,7%,6.7%,0.906415956,,2004.791856257,2005.240585991
Belize,BLZ,No,2006,1,7%,6.7%,0.109951444,,2005.718993648,2006.171802547
Belize,BLZ,No,2007,1,3%,3.3%,0.305954713,,2006.954262272,2007.091806168
Belize,BLZ,No,2008,1,0%,0.0%,0.764711450,,2007.768316544,2008.297012257
Belize,BLZ,No,2009,1,0%,0.0%,0.450150828,,2008.993765954,2009.166510373
Belize,BLZ,No,2010,1,0%,0.0%,0.500931249,,2010.174969251,2010.127042352
Belize,BLZ,No,2011,1,0%,0.0%,0.219401221,,2010.779740749,2011.292010885
Belize,BLZ,No,2012,1,3%,3.1%,0.571027709,,2011.852374598,2012.303567125
Belize,BLZ,No,2013,1,3%,3.1%,0.969407266,,2012.861664628,2013.300043820
Belize,BLZ,No,2014,1,3%,3.1%,0.882092049,,2013.749904324,2014.007992854
Belize,BLZ,No,2015,1,3%,3.1%,0.309585501,,2015.101806473,2015.033530932
Belize,BLZ,No,2016,1,3%,3.1%,0.296818256,,2016.038883598,2016.127115577
Belize,BLZ,No,2017,1,9%,9.4%,0.254330266,,2016.726897069,2017.124749345
Belize,BLZ,No,2018,1,9%,9.4%,0.236779626,,2017.782370034,2018.042449329
Belize,BLZ,No,2019,1,9%,9.4%,0.116802623,,2019.298327896,2019.243457920
Benin,BEN,No,1997,1,7%,7.2%,0.920680053,,1996.879827537,1997.257124168
Benin,BEN,No,1998,1,7%,7.2%,0.254600917,,1997.769758915,1998.231686575
Benin,BEN,No,1999,1,6%,6.0%,0.794519821,,1998.789080091,1999.196145038
Benin,BEN,No,2000,1,6%,6.0%,0.607094119,,2000.202563128,2000.326593143
Benin,BEN,No,2001,1,6%,6.0%,0.788347378,,2000.934415680,2001.142765857
Benin,BEN,No,2002,1,6%,6.0%,0.837456371,,2002.204118875,2002.062145896
Benin,BEN,No,2003,1,6%,6.0%,0.330309885,,2003.004182961,2003.270963868
Benin,BEN,No,2004,1,7%,7.2%,0.967104123,,2004.229144405,2004.259713366
Benin,BEN,No,2005,1,7%,7.2%,0.845851059,,2005.222009173,2005.266623418
Benin,BEN,No,2006,1,7%,7.2%,0.790158400,,2006.241559922,2006.047710451
Benin,BEN,No,2007,1,11%,10.8%,0.173484561,,2007.135157343,2007.016726916
Benin,BEN,No,2008,1,11%,10.8%,0.418992702,,2007.817077231,2008.088915807
Benin,BEN,No,2009,1,11%,10.8%,0.695607428,,2009.161302993,2009.210113212
Benin,BEN,No,2010,1,11%,10.8%,0.589237972,,2010.232650577,2010.042994855
Benin,BEN,No,2011,1,8%,8.4%,0.168575862,,2011.158967277,2011.123439560
Benin,BEN,No,2012,1,8%,8.4%,0.948185092,,2011.835084716,2012.018216692
Benin,BEN,No,2013,1,8%,8.4%,0.680482034,,2013.159665750,2013.102540490
Benin,BEN,No,2014,1,8%,8.4%,0.172852832,,2014.084680929,2014.205481809
Benin,BEN,No,2015,1,7%,7.2%,0.283133722,,2014.698071421,2015.073411196
Benin,BEN,No,2016,1,7%,7.2%,0.383234700,,2016.091812999,2016.159193797
Benin,BEN,No,2017,1,7%,7.2%,0.883650169,,2017.083003732,2017.042171481
Benin,BEN,No,2018,1,7%,7.2%,0.586589279,,2018.210504400,2018.143150239
Benin,BEN,No,2019,1,7%,7.2%,0.134690520,,2018.771407508,2019.046724455
Bhutan,BTN,No,1997,1,2%,2.0%,0.920343465,,1997.188286534,1997.293434741
Bhutan,BTN,No,1998,1,2%,2.0%,0.738999795,,1997.923278715,1998.309417705
Bhutan,BTN,No,1999,1,2%,2.0%,0.645358431,,1998.848605406,1999.188748621
Bhutan,BTN,No,2000,1,9%,9.3%,0.929257049,,1999.731597313,2000.201288501
Bhutan,BTN,No,2001,1,9%,9.3%,0.387806525,,2001.044456646,2001.286277716
Bhutan,BTN,No,2002,1,9%,9.3%,0.273516020,,2002.281785148,2002.077653052
Bhutan,BTN,No,2003,1,9%,9.3%,0.149249851,,2002.701799780,2003.041484101
Bhutan,BTN,No,2004,1,9%,9.2%,0.930860897,,2003.745334987,2004.138435052
Bhutan,BTN,No,2005,1,9%,9.3%,0.337111401,,2005.004102233,2005.045461819
Bhutan,BTN,No,2006,1,3%,2.7%,0.349325141,,2006.299518168,2006.202975969
Bhutan,BTN,No,2007,1,3%,2.7%,0.443885371,,2006.810693579,2007.319653503
Bhutan,BTN,No,2008,1,9%,8.5%,0.931087748,,2008.020719579,2008.055481392
Bhutan,BTN,No,2009,1,9%,8.5%,0.635535347,,2009.311401137,2009.124864968
Bhutan,BTN,No,2010,1,9%,8.5%,0.765417871,,2009.680107362,2010.267135778
Bhutan,BTN,No,2011,1,9%,8.5%,0.248689495,,2010.689243354,2011.303099602
Bhutan,BTN,No,2012,1,9%,8.5%,0.694364345,,2011.802210217,2012.106992859
Bhutan,BTN,No,2013,1,6%,6.4%,0.030096121,,2012.740473666,2013.107411094
Bhutan,BTN,No,2014,1,9%,8.5%,0.691093097,,2013.791677893,2014.058262691
Bhutan,BTN,No,2015,1,9%,8.5%,0.774067794,,2014.697787115,2015.179421584
Bhutan,BTN,No,2016,1,9%,8.5%,0.090520550,,2016.240248068,2016.218586102
Bhutan,BTN,No,2017,1,9%,8.5%,0.369791154,,2017.167655852,2017.277602545
Bhutan,BTN,No,2018,1,15%,14.9%,0.835643916,,2017.698989729,2018.309101945
Bhutan,BTN,No,2019,1,15%,14.9%,0.208308868,,2019.105748648,2019.302038959
Bolivia,BOL,No,1999,1,12%,11.5%,0.283703463,,1998.775582893,1999.042616279
Bolivia,BOL,No,2000,1,12%,11.5%,0.559158904,,1999.732073752,2000.060622031
Bolivia,BOL,No,2001,1,12%,11.5%,0.677480194,,2000.747231226,2001.099400089
Bolivia,BOL,No,2002,1,18%,18.5%,0.607564969,,2002.195690777,2002.170693139
Bolivia,BOL,No,2003,1,18%,18.5%,0.185561525,,2002.711425848,2003.169465314
Bolivia,BOL,No,2004,1,19%,19.2%,0.866113259,,2004.286943359,2004.235561297
Bolivia,BOL,No,2005,1,17%,16.9%,0.148422307,,2005.297161916,2005.150726133
Bolivia,BOL,No,2006,1,17%,16.9%,0.188990291,,2006.072287747,2006.068105250
Bolivia,BOL,No,2007,1,17%,16.9%,0.071459582,,2007.027928729,2007.323440216
Bolivia,BOL,No,2008,1,17%,16.9%,0.299097030,,2008.153261657,2008.033069315
Bolivia,BOL,No,2009,1,22%,22.3%,0.777381398,,2009.027747093,2009.032636066
Bolivia,BOL,No,2010,1,25%,25.4%,0.449911774,,2010.076744283,2010.168149829
Bolivia,BOL,No,2011,1,25%,25.4%,0.001864819,,2010.916282811,2011.157438833
Bolivia,BOL,No,2012,1,25%,25.4%,0.220169567,,2011.852091632,2012.132793765
Bolivia,BOL,No,2013,1,25%,25.4%,0.314349255,,2012.801826978,2013.148648699
Bolivia,BOL,No,2014,1,53%,53.1%,0.569382751,,2013.897898778,2014.202189876
Bolivia,BOL,No,2015,1,53%,53.1%,0.298160644,,2015.289556032,2015.256406616
Bolivia,BOL,No,2016,1,53%,53.1%,0.201677666,,2015.938697686,2016.238886424
Bolivia,BOL,No,2017,1,53%,53.1%,0.777625468,,2016.842632531,2017.041320421
Bolivia,BOL,No,2018,1,53%,53.1%,0.688047769,,2017.697221441,2018.042455179
Bolivia,BOL,No,2019,1,53%,53.1%,0.592879561,,2019.012324468,2019.044394683
Botswana,BWA,No,1997,1,9%,8.5%,0.643849208,,1996.968095633,1997.228502218
Botswana,BWA,No,1998,1,9%,8.5%,0.975006089,,1997.974935501,1998.008177059
Botswana,BWA,No,2000,1,17%,17.0%,0.738631532,,1999.894629598,2000.046176273
Botswana,BWA,No,2001,1,17%,17.0%,0.999112082,,2000.710212713,2001.260905448
Botswana,BWA,No,2002,1,17%,17.0%,0.427848968,,2002.086663797,2002.029021686
Botswana,BWA,No,2003,1,17%,17.0%,0.158220800,,2003.329300936,2003.081478764
Botswana,BWA,No,2004,1,11%,11.1%,0.252024214,,2003.789980158,2004.296393404
Botswana,BWA,No,2005,1,11%,11.1%,0.017495483,,2005.222466378,2005.070558823
Botswana,BWA,No,2006,1,11%,11.1%,0.684769476,,2006.206366300,2006.075668876
Botswana,BWA,No,2007,1,11%,11.1%,0.042823151,,2007.058109403,2007.177055561
Botswana,BWA,No,2008,1,11%,11.1%,0.259699055,,2008.330431266,2008.223483207
Botswana,BWA,No,2009,1,8%,7.9%,0.818654062,,2008.744478049,2009.123666477
Botswana,BWA,No,2010,1,8%,7.9%,0.000368847,,2009.703521057,2010.096788996
Botswana,BWA,No,2011,1,8%,7.9%,0.746701942,,2011.154712825,2011.264954744
Botswana,BWA,No,2012,1,8%,7.9%,0.422198912,,2012.220332329,2012.107269689
Botswana,BWA,No,2013,1,8%,7.9%,0.042703967,,2013.271037627,2013.193191949
Botswana,BWA,No,2014,1,10%,9.5%,0.182148612,,2014.060927080,2014.219356202
Botswana,BWA,No,2015,1,10%,9.5%,0.405028088,,2014.783167233,2015.280650964
Botswana,BWA,No,2016,1,10%,9.5%,0.187635012,,2016.086910655,2016.095307906
Botswana,BWA,No,2017,1,10%,9.5%,0.651108364,,2017.003600197,2017.179731853
Botswana,BWA,No,2018,1,10%,9.5%,0.031515422,,2017.675466069,2018.171827626
Botswana,BWA,No,2019,1,11%,10.8%,0.776173147,,2019.323280990,2019.223955629
Brazil,BRA,No,1997,1,7%,6.6%,0.222457585,,1997.027093395,1997.279464001
Brazil,BRA,No,1998,1,7%,6.6%,0.192631248,,1997.851289961,1998.035422157
Brazil,BRA,No,1999,1,6%,5.7%,0.375205264,,1999.012673305,1999.292537367
Brazil,BRA,No,2000,1,6%,5.7%,0.687179537,,2000.324786234,2000.154393353
Brazil,BRA,No,2001,1,7%,6.8%,0.259915567,,2000.896316541,2001.304856116
Brazil,BRA,No,2002,1,6%,6.2%,0.529741016,,2002.205942090,2002.304641631
Brazil,BRA,No,2003,1,9%,8.6%,0.573727732,,2003.297580391,2003.136872575
Brazil,BRA,No,2004,1,9%,8.6%,0.243698954,,2003.757282824,2004.032580225
Brazil,BRA,No,2005,1,9%,8.6%,0.791281246,,2004.998062609,2005.165918553
Brazil,BRA,No,2006,1,9%,8.8%,0.827121394,,2005.944082877,2006.112571043
Brazil,BRA,No,2007,1,9%,9.0%,0.004366253,,2006.904249795,2007.016260529
Brazil,BRA,No,2008,1,9%,9.0%,0.340607302,,2008.123699936,2008.164423588
Brazil,BRA,No,2009,1,9%,8.8%,0.287815510,,2009.131682098,2009.050738107
Brazil,BRA,No,2010,1,9%,8.6%,0.175186598,,2009.876116818,2010.072450590
Brazil,BRA,No,2011,1,9%,8.6%,0.235835957,,2010.786023546,2011.206827934
Brazil,BRA,No,2012,1,9%,8.6%,0.420400790,,2011.766494267,2012.181420224
Brazil,BRA,No,2013,1,9%,8.6%,0.796948727,,2013.284653793,2013.179052433
Brazil,BRA,No,2014,1,10%,9.9%,0.695213369,,2014.015419252,2014.048717465
Brazil,BRA,No,2015,1,10%,9.9%,0.346430953,,2014.740385508,2015.175999021
Brazil,BRA,No,2016,1,10%,9.9%,0.922209303,,2016.060683544,2016.296675915
Brazil,BRA,No,2017,1,11%,10.7%,0.193163892,,2016.988274267,2017.123716121
Brazil,BRA,No,2018,1,15%,15.0%,0.349305041,,2018.281665382,2018.010978919
Brazil,BRA,No,2019,1,15%,15.0%,0.058887590,,2019.207722644,2019.127802960
Bulgaria,BGR,No,1997,1,11%,10.8%,0.207966170,,1997.204667430,1997.167532224
Bulgaria,BGR,No,1998,1,11%,10.8%,0.560484400,,1998.190488736,1998.290262495
Bulgaria,BGR,No,1999,1,11%,10.8%,0.104316898,,1999.076730215,1999.306079281
Bulgaria,BGR,No,2000,1,11%,10.8%,0.263628999,,1999.831075214,2000.082545322
Bulgaria,BGR,No,2001,1,26%,26.3%,0.492814740,,2001.120714335,2001.225069319
Bulgaria,BGR,No,2002,1,26%,26.3%,0.378161847,,2002.107494904,2002.207623233
Bulgaria,BGR,No,2003,1,26%,26.3%,0.995769412,,2002.791569282,2003.214383869
Bulgaria,BGR,No,2004,1,26%,26.3%,0.203878074,,2004.151445996,2004.119899920
Bulgaria,BGR,No,2005,1,22%,22.1%,0.536926423,,2004.958860679,2005.149655218
Bulgaria,BGR,No,2006,1,22%,22.1%,0.036578857,,2006.133369947,2006.036959780
Bulgaria,BGR,No,2007,1,22%,21.7%,0.763226354,,2007.144649397,2007.093271984
Bulgaria,BGR,No,2008,1,22%,21.7%,0.376384382,,2007.758440557,2008.277322109
Bulgaria,BGR,No,2009,1,21%,20.8%,0.790881412,,2009.054758577,2009.142432522
Bulgaria,BGR,No,2010,1,21%,20.8%,0.430889133,,2010.254524772,2010.058791862
Bulgaria,BGR,No,2011,1,21%,20.8%,0.560016903,,2010.916961296,2011.023663681
Bulgaria,BGR,No,2012,1,23%,22.9%,0.653032837,,2011.989512996,2012.113693330
Bulgaria,BGR,No,2013,1,25%,24.6%,0.610474346,,2012.677159971,2013.012932068
Bulgaria,BGR,No,2014,1,20%,20.0%,0.498542730,,2013.962138397,2014.112810316
Bulgaria,BGR,No,2015,1,20%,20.4%,0.996613725,,2014.793114145,2015.195236651
Bulgaria,BGR,No,2016,1,20%,20.4%,0.765131004,,2015.841788750,2016.290767222
Bulgaria,BGR,No,2017,1,24%,23.8%,0.535744069,,2017.245624588,2017.292684407
Bulgaria,BGR,No,2018,1,24%,23.8%,0.230405038,,2017.794962559,2018.078841361
Bulgaria,BGR,No,2019,1,26%,25.8%,0.565205032,,2018.768329667,2019.011653408
Burkina Faso,BFA,No,1997,1,9%,9.0%,0.070077619,,1996.735350367,1997.238441199
Burkina Faso,BFA,No,1998,1,8%,8.1%,0.218405088,,1998.233849722,1998.090804919
Burkina Faso,BFA,No,1999,1,8%,8.1%,0.760527742,,1998.978788541,1999.138653238
Burkina Faso,BFA,No,2000,1,8%,8.1%,0.547677183,,2000.165286773,2000.245260119
Burkina Faso,BFA,No,2001,1,8%,8.1%,0.177765426,,2001.065559847,2001.165128147
Burkina Faso,BFA,No,2002,1,12%,11.7%,0.356064607,,2001.831548963,2002.061213016
Burkina Faso,BFA,No,2003,1,12%,11.7%,0.347324154,,2002.746891016,2003.282289702
Burkina Faso,BFA,No,2004,1,12%,11.7%,0.468033725,,2004.217302213,2004.007594465
Burkina Faso,BFA,No,2005,1,12%,11.7%,0.106619305,,2004.810541867,2005.176208074
Burkina Faso,BFA,No,2006,1,12%,11.7%,0.854892985,,2006.197473496,2006.128994940
Burkina Faso,BFA,No,2007,1,15%,15.3%,0.658275587,,2006.904705536,2007.320423850
Burkina Faso,BFA,No,2008,1,15%,15.3%,0.683363107,,2007.793724841,2008.165623623
Burkina Faso,BFA,No,2009,1,15%,15.3%,0.430166240,,2008.916002410,2009.305341964
Burkina Faso,BFA,No,2010,1,15%,15.3%,0.845714894,,2010.150274396,2010.012447800
Burkina Faso,BFA,No,2011,1,15%,15.3%,0.608362161,,2010.834747374,2011.166085976
Burkina Faso,BFA,No,2012,1,16%,15.7%,0.530552156,,2011.752128970,2012.150077157
Burkina Faso,BFA,No,2013,1,16%,15.7%,0.617626469,,2012.680931808,2013.035721977
Burkina Faso,BFA,No,2015,1,9%,9.4%,0.365336663,,2015.311656956,2015.108815605
Burkina Faso,BFA,No,2016,1,9%,9.4%,0.092277053,,2015.987447744,2016.083289246
Burkina Faso,BFA,No,2017,1,11%,11.0%,0.168593466,,2016.727364775,2017.048331405
Burkina Faso,BFA,No,2018,1,11%,11.0%,0.598311840,,2018.029746194,2018.298514484
Burkina Faso,BFA,No,2019,1,13%,13.4%,0.147155697,,2018.970441964,2019.301228418
Burundi,BDI,No,1998,1,12%,11.9%,0.166097611,,1998.045219846,1998.072380619
Burundi,BDI,No,1999,1,6%,6.0%,0.213490702,,1998.720786029,1999.255132493
Burundi,BDI,No,2000,1,14%,14.4%,0.144042839,,2000.272708690,2000.224318362
Burundi,BDI,No,2001,1,14%,14.4%,0.441145453,,2001.180482424,2001.152004040
Burundi,BDI,No,2002,1,18%,18.4%,0.961415927,,2002.020128663,2002.096722985
Burundi,BDI,No,2003,1,18%,18.4%,0.890229723,,2003.230411615,2003.051569251
Burundi,BDI,No,2004,1,18%,18.4%,0.118975719,,2003.732259893,2004.169299870
Burundi,BDI,No,2005,1,31%,30.5%,0.326362478,,2004.965015230,2005.033251773
Burundi,BDI,No,2006,1,31%,30.5%,0.174505905,,2005.763576991,2006.112936477
Burundi,BDI,No,2007,1,31%,30.5%,0.703123554,,2007.212135418,2007.139624260
Burundi,BDI,No,2008,1,31%,30.5%,0.751741064,,2008.047588804,2008.101866966
Burundi,BDI,No,2009,1,31%,31.4%,0.779274534,,2009.063612985,2009.058108258
Burundi,BDI,No,2010,1,32%,32.1%,0.725614003,,2009.676511572,2010.331393025
Burundi,BDI,No,2011,1,30%,30.5%,0.964046297,,2011.328680280,2011.094544537
Burundi,BDI,No,2012,1,30%,30.5%,0.657027762,,2011.891687648,2012.246032857
Burundi,BDI,No,2013,1,30%,30.5%,0.452118655,,2013.014446845,2013.192173045
Burundi,BDI,No,2014,1,30%,30.5%,0.446259723,,2013.909058387,2014.259723299
Burundi,BDI,No,2015,1,36%,36.4%,0.616104529,,2015.047850075,2015.136072548
Burundi,BDI,No,2016,1,36%,36.4%,0.771934098,,2016.075612758,2016.103483991
Burundi,BDI,No,2017,1,36%,36.4%,0.271079636,,2017.190559853,2017.008994115
Burundi,BDI,No,2018,1,36%,36.4%,0.453326170,,2017.967607254,2018.048860948
Burundi,BDI,No,2019,1,36%,36.4%,0.198730241,,2019.164586411,2019.073183739
Cabo Verde,CPV,No,1997,1,11%,11.1%,0.562896492,,1997.172025080,1997.070022332
Cabo Verde,CPV,No,1998,1,11%,11.1%,0.171158156,,1998.197062587,1998.023481183
Cabo Verde,CPV,No,1999,1,11%,11.1%,0.828836739,,1999.248327058,1999.171473788
Cabo Verde,CPV,No,2000,1,11%,11.1%,0.767175535,,2000.079926221,2000.317196682
Cabo Verde,CPV,No,2001,1,11%,11.1%,0.764581672,,2000.711667770,2001.061749500
Cabo Verde,CPV,No,2002,1,11%,11.1%,0.155166226,,2002.103338922,2002.065010579
Cabo Verde,CPV,No,2003,1,11%,11.1%,0.220506750,,2002.747593314,2003.321821596
Cabo Verde,CPV,No,2004,1,11%,11.1%,0.680480749,,2003.736951724,2004.092255188
Cabo Verde,CPV,No,2005,1,11%,11.1%,0.349742086,,2004.697851354,2005.219275741
Cabo Verde,CPV,No,2006,1,15%,15.3%,0.996509104,,2005.821563456,2006.270551444
Cabo Verde,CPV,No,2007,1,18%,18.1%,0.790736805,,2007.039017930,2007.238574467
Cabo Verde,CPV,No,2008,1,18%,18.1%,0.899798199,,2008.011305960,2008.175491914
Cabo Verde,CPV,No,2009,1,18%,18.1%,0.740510248,,2009.071565564,2009.331162599
Cabo Verde,CPV,No,2010,1,18%,18.1%,0.947855751,,2009.984666383,2010.154827911
Cabo Verde,CPV,No,2011,1,21%,20.8%,0.012738093,,2011.230268436,2011.023155069
Cabo Verde,CPV,No,2012,1,21%,20.8%,0.441640026,,2011.690751805,2012.054643632
Cabo Verde,CPV,No,2013,1,21%,20.8%,0.425921936,,2012.757656577,2013.119515065
Cabo Verde,CPV,No,2014,1,21%,20.8%,0.185558894,,2013.869005109,2014.278222073
Cabo Verde,CPV,No,2015,1,21%,20.8%,0.087495148,,2015.277480444,2015.307038593
Cabo Verde,CPV,No,2016,1,24%,23.6%,0.403463321,,2015.981806408,2016.166295057
Cabo Verde,CPV,No,2017,1,24%,23.6%,0.166850079,,2016.884254163,2017.033837053
Cabo Verde,CPV,No,2018,1,24%,23.6%,0.630616389,,2017.748997962,2018.196555486
Cabo Verde,CPV,No,2019,1,24%,23.6%,0.573182001,,2019.071463879,2019.028079758
Cambodia,KHM,No,1997,1,6%,5.8%,0.068187333,,1997.280664120,1997.243834976
Cambodia,KHM,No,1998,1,6%,5.8%,0.493015101,,1997.850909453,1998.223209627
Cambodia,KHM,No,1999,1,8%,8.2%,0.555734354,,1998.856416965,1999.023839695
Cambodia,KHM,No,2000,1,7%,7.4%,0.861342025,,2000.243528567,2000.120186397
Cambodia,KHM,No,2001,1,7%,7.4%,0.036154418,,2000.676236323,2001.087305229
Cambodia,KHM,No,2002,1,7%,7.4%,0.584126927,,2002.135065795,2002.249096252
Cambodia,KHM,No,2003,1,10%,9.8%,0.798860143,,2003.134136585,2003.121875100
Cambodia,KHM,No,2004,1,10%,9.8%,0.935874810,,2004.087666093,2004.128891750
Cambodia,KHM,No,2005,1,10%,9.8%,0.872384662,,2005.104584616,2005.226240398
Cambodia,KHM,No,2006,1,10%,9.8%,0.530498382,,2005.758438223,2006.031146463
Cambodia,KHM,No,2007,1,20%,19.5%,0.542959419,,2006.865145840,2007.219870198
Cambodia,KHM,No,2008,1,16%,16.3%,0.944290020,,2008.166684120,2008.133211604
Cambodia,KHM,No,2009,1,21%,21.1%,0.334388457,,2008.962742120,2009.326328473
Cambodia,KHM,No,2010,1,21%,21.1%,0.521434380,,2009.804268276,2010.114499863
Cambodia,KHM,No,2011,1,20%,20.3%,0.760583753,,2010.873393720,2011.147669709
Cambodia,KHM,No,2012,1,20%,20.3%,0.440189534,,2012.003919298,2012.215071998
Cambodia,KHM,No,2013,1,20%,20.3%,0.200632088,,2012.763520739,2013.118431159
Cambodia,KHM,No,2014,1,20%,20.3%,0.695645617,,2014.303402054,2014.294705500
Cambodia,KHM,No,2015,1,20%,20.3%,0.502635248,,2015.282323480,2015.134117168
Cambodia,KHM,No,2016,1,20%,20.3%,0.086513028,,2015.826216062,2016.006074464
Cambodia,KHM,No,2017,1,20%,20.3%,0.764726122,,2017.070664782,2017.248871057
Cambodia,KHM,No,2018,1,20%,20.0%,0.869665722,,2017.933813439,2018.174815766
Cambodia,KHM,No,2019,1,20%,20.0%,0.895995775,,2019.114445806,2019.212621391
Cameroon,CMR,No,1997,1,6%,5.6%,0.660505075,,1997.204347645,1997.109199013
Cameroon,CMR,No,1998,1,6%,5.6%,0.111370385,,1997.816929458,1998.324950175
Cameroon,CMR,No,1999,1,6%,5.6%,0.095386717,,1999.074981345,1999.023578534
Cameroon,CMR,No,2000,1,6%,5.6%,0.128027985,,1999.833259170,2000.181003203
Cameroon,CMR,No,2001,1,6%,5.6%,0.651442710,,2000.987765012,2001.287334096
Cameroon,CMR,No,2002,1,9%,8.9%,0.857346691,,2002.089087497,2002.309662358
Cameroon,CMR,No,2003,1,9%,8.9%,0.895166795,,2002.728162855,2003.100314733
Cameroon,CMR,No,2004,1,9%,8.9%,0.444734087,,2003.802743656,2004.161919088
Cameroon,CMR,No,2005,1,9%,8.9%,0.508277222,,2004.999719390,2005.155487265
Cameroon,CMR,No,2006,1,9%,8.9%,0.653259452,,2005.767700757,2006.156896433
Cameroon,CMR,No,2007,1,14%,13.9%,0.562086807,,2007.152275350,2007.272113781
Cameroon,CMR,No,2008,1,14%,13.9%,0.036763682,,2008.009465208,2008.102031628
Cameroon,CMR,No,2009,1,14%,13.9%,0.153217369,,2009.301702094,2009.124134611
