Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Population, total",SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,OECD members,OED,1324034852,1332787383,1341701902,1350048436,1358019416,1364841892,1370858752
"Population, total",SP.POP.TOTL,Other small states,OSS,28364446,28948893,29542903,30148954,30760469,31361259,31941786
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,2323558,2353578,2385744,2419767,2455336,2491878,2528958
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,1092088238,1096977604,1101866343,1105983497,1109795203,1112707633,1115116448
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,821931559,845759372,869943573,894512378,919485090,944902748,970795671
"Population, total",SP.POP.TOTL,Small states,SST,37861447,38524668,39198032,39883677,40574734,41254526,41913035
"Population, total",SP.POP.TOTL,South Asia,SAS,1727632022,1749417067,1771187426,1792883164,1814455018,1835776769,1856882402
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1727632022,1749417067,1771187426,1792883164,1814455018,1835776769,1856882402
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,968958352,995458498,1022530245,1050162810,1078319512,1106957870,1136046775
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,968866993,995365079,1022435568,1050066967,1078222750,1106860245,1135948313
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,968958352,995458498,1022530245,1050162810,1078319512,1106957870,1136046775
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2416209716,2434023245,2452128845,2470251443,2486467779,2500746096,2513672792
"Population, total",SP.POP.TOTL,World,WLD,7254292848,7339076654,7424484741,7509410228,7592475615,7673345391,7752840547
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,3.35560233082199,3.07705362914441,2.77803478841236,2.54783303994568,2.38430907940751,2.31307334941778,2.30381209309418
Population growth (annual %),SP.POP.GROW,Albania,ALB,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.577942252408581
Population growth (annual %),SP.POP.GROW,Algeria,DZA,2.03358715504452,2.0453720881528,2.05135237337878,2.04490931275225,2.00739866314238,1.93398334424168,1.83653350440444
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,0.132725922558567,0.026882443238318,-0.120130903326101,-0.219117153655893,-0.280883888014678,-0.269018785914943,-0.208127919920259
Population growth (annual %),SP.POP.GROW,Andorra,AND,-1.94651826894114,-1.55213476921424,-0.898980862435393,-0.38628103925755,0.0142852505031622,0.179041785311253,0.154134127179226
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.49744741099259,3.43886936840162,3.37826943218091,3.32215836256296,3.2761445879162,3.24291402840967,3.21853035205175
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,1.14304343305706,1.08418161589205,1.00909459019292,0.952914631258636,0.894078681398432,0.861445783881833,0.833667148911523
Population growth (annual %),SP.POP.GROW,Argentina,ARG,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048
Population growth (annual %),SP.POP.GROW,Armenia,ARM,0.509812126446043,0.450705991935445,0.361260408326477,0.293899005891436,0.235799808401976,0.202624027586126,0.185983344838062
Population growth (annual %),SP.POP.GROW,Aruba,ABW,0.590508188771418,0.541048337127457,0.502859513587608,0.471874002595904,0.459265888430662,0.437414675818993,0.428016948088116
Population growth (annual %),SP.POP.GROW,Australia,AUS,1.49156648912847,1.43921665259925,1.56194049810399,1.68452310845434,1.53610551570388,1.52165367749095,1.25869817155796
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.419000872876687
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,1.24820899735588,1.19120985807018,1.11785721013911,0.98126180450475,0.866316916370841,0.846646726414021,0.852605731702236
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,0.93876021994633,0.959964408799924,0.990005732547738,1.00728534144547,1.01280016721917,0.993659489537656,0.961253495469737
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,1.5875995721769,2.64276663660774,3.85657694585171,4.67804747089484,4.92102429600582,4.4686878342058,3.61532480809725
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,1.1429302161114,1.11909103277687,1.09528840382819,1.07553524898766,1.05357030023873,1.02919664944804,1.00277418143487
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.186604261703996,0.176093438142998,0.164937660504219,0.150692216122692,0.143488326481972,0.132831081778268,0.121868007673422
Population growth (annual %),SP.POP.GROW,Belarus,BLR,0.0899025577714443,0.159300801922472,0.125511109801562,-0.0344214189254713,-0.155570407004577,-0.694662243115478,-0.201820684328915
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.581620792438621
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.19127515015067,2.11686041760718,2.04936387658783,1.98239700826474,1.9229790570947,1.88259837762914,1.84529559225359
Population growth (annual %),SP.POP.GROW,Benin,BEN,2.78209237028195,2.77183788570358,2.76136092814418,2.74990222166209,2.73485620295269,2.71521854979345,2.69237381344614
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,0.210544188304464,0.151869636092964,-1.05247097968271,-1.0605345960762,0.0719919900882055,-0.00938732086552398,-0.0156474933035009
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,1.23391673082009,1.22080001903125,1.2045829397843,1.19507395930716,1.17777914017278,1.14637925209774,1.11006114109419
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.54497716852867,1.51294243320221,1.48019596651052,1.449144413215,1.42189080360535,1.39913335536684,1.37952758307147
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-1.72230731218996,-1.52630451114807,-1.26472845809142,-1.03088019890592,-0.827063451812447,-0.692266996375143,-0.613297985300864
Population growth (annual %),SP.POP.GROW,Botswana,BWA,1.25595158309984,1.52506854883531,1.83197313579572,2.06884765539921,2.1974164684246,2.1781688165261,2.05887502746375
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.855795964130977,0.838838953278811,0.823752152538353,0.807145245445964,0.783844259734468,0.751550842096973,0.712872791114979
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,0.466846183758763,0.560784501633955,0.707658970811351,0.719598502488329,0.76817196579097,0.795618290651402,0.676956293539422
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,1.31764439034594,1.24557202006897,1.168569853619,1.11102778339034,1.04964282773986,1.00574227362596,0.961675067594484
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.568389264052903,-0.638069468160719,-0.701382097841331,-0.730443175298289,-0.722080405222853,-0.703905641117455,-0.697303108247042
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,2.96187533312778,2.93935056790969,2.91521308067141,2.89075088175118,2.86697911426999,2.8445964977375,2.82323073597345
Population growth (annual %),SP.POP.GROW,Burundi,BDI,3.13675679189263,3.15690795388679,3.17701485540777,3.18120007897113,3.16691169681282,3.1289321480628,3.07610176014791
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,1.26912353358353,1.23949829305891,1.21227381499617,1.19012595595116,1.15884296629081,1.12865786215008,1.09448034644791
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.6381168470705,1.60368077118284,1.56521446599878,1.53027452708458,1.49034315597302,1.44641184190217,1.39996509699246
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.70152461390938,2.68184811095466,2.66050206631452,2.63775433447287,2.61228416133822,2.58417898206639,2.55430999948549
Population growth (annual %),SP.POP.GROW,Canada,CAN,1.00533757867378,0.746339477969813,1.13234865466606,1.19968215419992,1.412548033188,1.41501469953534,1.08959148655862
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,1.51516795672215,1.42452783813017,1.35658032447898,1.29898766487121,1.23870690281221,1.20199712360386,1.18163434441994
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,0.364133903303029,0.647515777004538,0.985784078923095,1.2774834969372,1.5191174668345,1.67466162763351,1.76684499168083
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.29689942062191,3.22199984419079,3.14393299725849,3.07750673636919,3.02350454795029,2.98613014725798,2.95935371013085
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.65292181113547,0.77695280580967,0.923845527837761,1.03937906031209,1.079140799544,1.03163477664924,0.921644207578488
Population growth (annual %),SP.POP.GROW,Chile,CHL,1.06117867141393,1.17771785691816,1.32520687841934,1.42514142087535,1.39106423293431,1.18293256569455,0.862530028020963
Population growth (annual %),SP.POP.GROW,China,CHN,0.506311591779847,0.508136747291937,0.541478512050099,0.559121331017265,0.455899678672578,0.357291063115687,0.31409109311522
Population growth (annual %),SP.POP.GROW,Colombia,COL,1.0104897504141,1.1704451989867,1.3676499516175,1.51374743470421,1.52423594388212,1.35678804331132,1.07376749290975
Population growth (annual %),SP.POP.GROW,Comoros,COM,2.38254831579554,2.34845598521899,2.30927369612098,2.27324455021872,2.23941634435226,2.20646505841421,2.17435502569656
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.31967815794583,3.3028191819646,3.28293417455056,3.25850577170009,3.22669886135312,3.18708626507603,3.14265160815163
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,2.440535491773,2.48375698671647,2.53956659003454,2.57067057638817,2.58172086705774,2.56282646096789,2.52500982802432
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,1.1172644537537,1.0870985434196,1.05736605443833,1.02787999000234,0.994802059847413,0.957865009385917,0.91805992540637
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.50449558970766,2.52216477826712,2.53612860524997,2.54778157022741,2.55232234123969,2.54938709160815,2.54058456481746
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-0.407343184777633,-0.824099163913538,-0.69838345731273,-1.20061016480925,-0.893486927711056,-0.554146739042888,-0.445069568982822
Population growth (annual %),SP.POP.GROW,Cuba,CUB,0.214142579335342,0.157902541706838,0.0911831698686808,0.036578756776887,-0.00978066226269748,-0.0411262892496893,-0.0606175631202249
Population growth (annual %),SP.POP.GROW,Curacao,CUW,1.34764139563651,1.31959390251523,1.06031644056836,0.319536038312865,-0.525178744011738,-1.19643951751799,-1.55353494887349
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,0.734358831588459,0.751316386354157,0.789476881596144,0.808217946249284,0.80854929846874,0.779957016025289,0.7304469214141
Population growth (annual %),SP.POP.GROW,Czech Republic,CZE,0.105277581527518,0.196588748472653,0.192048415842684,0.265642663548985,0.334427262299794,0.393788864202175,0.252925088481678
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.507053283010163,0.706423849687002,0.780392644135167,0.643350903737356,0.495838925879129,0.358130915892652,0.291641177476633
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,1.72966983945298,1.68713196053581,1.64062894888599,1.59974199816625,1.55786869505917,1.51455950269865,1.4728347321268
Population growth (annual %),SP.POP.GROW,Dominica,DMA,0.101329964338399,0.118088664559983,0.1852866155223,0.214335327593936,0.23202839477624,0.253775391715059,0.254522074272768
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.15722499834282,1.13948330027521,1.12250979934744,1.10348624035038,1.07886200909288,1.04662057856427,1.00939108305127
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.54370951998338,1.61793842153926,1.70687458770944,1.76850279585209,1.76565269522798,1.67917269268893,1.53874114229084
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.25925135870425,2.20702533886058,2.14522226806526,2.09083266789985,2.0332723991851,1.97628022437557,1.92024763689114
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.462504406912423,0.475379938992478,0.489163801354667,0.501983868180685,0.509273429616579,0.509699113997832,0.50466302323087
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,4.17228049316185,4.04289647772825,3.910797910143,3.78110663523236,3.65334093213133,3.52884025293578,3.40761945937311
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,..,..,..,..,..,..,..
Population growth (annual %),SP.POP.GROW,Estonia,EST,-0.262256175097854,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.371554389037477,0.312947615313683
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.79992468847357,2.75611161556288,2.70807265338359,2.66341448153029,2.61996917105787,2.57969708764895,2.54138646419898
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.133519724423689,0.187461000533659,0.245250985462817,0.31710199733865,0.353222225693126,0.370469890859404,0.385475452201148
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.0975723050605574,0.251861863930646,0.433535156741165,0.577645837253693,0.684860282111394,0.729092657357544,0.726492630179755
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.413560207519414,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055,0.164906516324292
Population growth (annual %),SP.POP.GROW,France,FRA,0.473706907839969,0.355569240058298,0.263868788565368,0.29020211635109,0.274451849056795,0.218824148997353,0.211906588145578
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.509552892497902,0.516123546754037,0.532049201477854,0.556400386544863,0.565206883686247,0.578860345386691,0.578020813572585
Population growth (annual %),SP.POP.GROW,Gabon,GAB,3.60662305351134,3.33525107312594,3.04363801829034,2.79587459437534,2.60348679566927,2.48404317871067,2.41695722640636
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,3.02595091827443,3.00872083418281,2.98837300675649,2.96906958481079,2.94601268814255,2.92186286632026,2.89536550569189
Population growth (annual %),SP.POP.GROW,Georgia,GEO,0.0469539002549217,0.157481405176007,0.0598165991047394,0.0133860746662629,-0.0390365463489613,-0.171565740223868,-0.165748398790001
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.416877359168292,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288,0.177430343551393
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.29181383680384,2.26877798247593,2.24660996015773,2.22050488189039,2.19285287421765,2.16258446185622,2.13076347294538
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,0.0949273283980588,0.0474298935790141,-0.0118553645663418,-0.0444701390350008,-0.023725496122441,-0.0266979132717019,-0.0445123677542554
Population growth (annual %),SP.POP.GROW,Greece,GRC,-0.666113290031891,-0.658861360878339,-0.415913028277122,-0.197783224759792,-0.202880238259165,-0.105339392724138,-0.0562855184238398
Population growth (annual %),SP.POP.GROW,Greenland,GRL,-0.333398666658893,-0.322038549275343,0.128227978389047,-0.0249203440297217,-0.265609140509557,0.359917714454119,0.252238303411568
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.670747705283378,0.64347164631606,0.600367480579,0.552600021547813,0.517266573481224,0.494964112035921,0.460536799472609
Population growth (annual %),SP.POP.GROW,Guam,GUM,0.368363503065816,0.522831661338121,0.675497259109631,0.814724473342243,0.902290919869412,0.915743567783526,0.885514507508963
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,1.72875760277972,1.69146509302391,1.65807331834237,1.62765379973835,1.60038598150372,1.56038604781094,1.51998785357799
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.34225412440163,2.4898348435131,2.64435773103833,2.764879904347,2.8331175118102,2.83478481749442,2.79160707922075
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.644755927701,2.6111512533031,2.57011948297183,2.53224925787499,2.4935051959006,2.45652856791883,2.42141061795942
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.537221878235554,0.530702759294195,0.510790065048753,0.498520023687447,0.487575158848574,0.482526666451711,0.482243720375381
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.41613128249998,1.37950998738794,1.34139498435713,1.3050204632281,1.27405022512994,1.24985422874917,1.23054925437201
Population growth (annual %),SP.POP.GROW,Honduras,HND,1.76927098953001,1.74147410181564,1.71775974956218,1.69227148219463,1.66708222728063,1.64061784169287,1.61313593312324
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.702370950536049,0.851197911086988,0.619366345332479,0.748222904999017,0.799050247136158,0.754094920172569,-0.341579602527262
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.269378767165116,-0.237855001984657,-0.295110604845478,-0.265860932255517,-0.126786951652838,-0.0452557101106228,-0.219026829355275
Population growth (annual %),SP.POP.GROW,Iceland,ISL,1.11250475522796,1.04194038662969,1.38808149583838,2.34558267643862,2.67814276922904,2.19893225826166,1.61271631750822
Population growth (annual %),SP.POP.GROW,India,IND,1.14567340150608,1.11689591278599,1.09045932094686,1.06335942989132,1.03782784787162,1.01326124930492,0.989413800188014
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.31094524538172,1.26782970253157,1.22059105826764,1.17619742367279,1.13450697951891,1.09792643725552,1.06517898587775
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,1.27812132080551,1.31632102523348,1.35622574111708,1.38533380166753,1.38647833501238,1.35228980616831,1.29302669121629
