LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,107.3316906
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,109.5803335
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,113.2347756
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,113.1212227
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,113.0637906
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,112.6302107
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,113.7732137
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,94.2695609
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,93.74199581
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,94.7319421
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,97.07233749
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,98.4863293
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,104.1767042
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,104.8737142
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,108.8205186
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,107.3316906
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,109.5803335
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,113.2347756
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,113.1212227
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,113.0637906
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,112.6302107
NOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,113.7732137
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,93.03775621
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,92.43287482
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,93.7549235
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,96.73564204
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,98.228505
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,103.9414815
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,104.606917
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,109.1063987
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,107.6296191
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,110.7218602
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,110.0055955
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,109.8933169
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,109.8277569
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,109.3924428
NOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,110.6818379
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,90.15593493
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,90.69484377
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,93.94842391
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,95.39690744
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,99.18129051
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,104.2275717
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,105.0474831
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,109.009553
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,107.5369562
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,108.8572193
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,107.7337065
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,107.406986
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,105.8342793
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,105.5520032
NOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,115.6510999
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,88.24532577
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,93.71099353
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,96.30501189
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,102.9903401
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,105.626738
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,107.6985336
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,107.7407232
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,108.369531
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,109.1624615
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,109.3436262
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,110.0382466
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,114.6781496
POL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,124.5678486
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,88.24532577
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,93.71099353
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,96.30501189
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,102.9903401
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,105.626738
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,107.6985336
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,107.7407232
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,108.369531
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,109.1624615
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,109.3436262
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,110.0382466
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,114.6781496
POL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,124.5678486
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,88.24532577
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,93.71099353
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,96.30501189
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,102.9903401
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,105.626738
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,107.6985336
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,107.7407232
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,108.369531
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,109.1624615
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,109.3436262
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,110.0382466
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,114.6781496
POL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,124.5678486
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,88.24532577
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,93.71099353
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,96.30501189
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,102.9903401
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,105.626738
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,107.6985336
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,107.7407232
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,108.369531
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,109.1624615
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,109.3436262
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,110.0382466
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,114.6781496
POL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,124.5678486
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,101.588364
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,99.74198418
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,97.88052951
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,96.75225582
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,98.91663401
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,102.0026068
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,86.87094047
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,85.76449662
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,89.72723667
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,91.83237984
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,97.36667564
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,97.99155674
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,96.71975438
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,95.62770401
PRT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,95.07119597
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,101.588364
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,99.74198418
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,97.88052951
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,96.75225582
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,98.91663401
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,102.0026068
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,86.87094047
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,85.76449662
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,89.72723667
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,91.83237984
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,97.36667564
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,97.99155674
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,96.71975438
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,95.62770401
PRT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,95.07119597
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,101.588364
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,99.74198418
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,97.88052951
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,96.75225582
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,98.91663401
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,102.0026068
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,86.87094047
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,85.76449662
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,89.72723667
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,91.83237984
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,97.36667564
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,97.99155674
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,96.71975438
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,95.62770401
PRT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,95.07119597
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,101.588364
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,99.74198418
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,97.88052951
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,96.75225582
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,98.91663401
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,102.0026068
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,86.87094047
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,85.76449662
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,89.72723667
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,91.83237984
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,97.36667564
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,97.99155674
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,96.71975438
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,95.62770401
PRT,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,95.07119597
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,97.631696
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,97.95122958
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,95.71053767
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,109.021959
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,113.7977982
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,119.6572462
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,125.1081221
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,133.6399957
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,139.0891126
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,144.7555033
SVK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,139.5148138
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,97.631696
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,97.95122958
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,95.71053767
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,109.021959
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,113.7977982
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,119.6572462
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,125.1081221
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,133.6399957
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,139.0891126
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,144.7555033
SVK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,139.5148138
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,97.631696
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,97.95122958
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,95.71053767
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,109.021959
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,113.7977982
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,119.6572462
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,125.1081221
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,133.6399957
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,139.0891126
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,144.7555033
SVK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,139.5148138
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,97.66291503
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,97.93064155
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,95.71178323
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,97.27967246
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,101.5421002
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,106.808138
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,111.7339413
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,119.3689239
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,124.1949611
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,129.2771023
SVK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,139.4677444
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,94.2621188
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,95.00729961
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,93.67267932
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,97.0559004
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,100.1073499
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,94.72555847
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,89.78383677
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,87.62011219
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,86.95238803
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,87.84966371
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,88.78778808
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,89.13420141
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,89.10113546
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,90.37649416
ESP,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,91.81740133
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,93.52975571
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,94.36348213
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,93.0379059
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,96.69365802
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,100.1078223
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,95.55724821
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,92.27556539
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,89.78817291
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,88.66078954
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,89.67470797
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,90.81894967
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,91.07552396
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,91.08083085
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,92.28630728
ESP,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,93.73960648
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,94.2621188
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,95.00729961
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,93.67267932
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,97.0559004
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,100.1073499
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,94.72555847
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,89.78383677
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,87.62011219
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,86.95238803
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,87.84966371
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,88.78778808
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,89.13420141
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,89.10113546
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,90.37649416
ESP,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,91.81740133
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,93.52975571
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,94.36348213
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,93.0379059
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,96.69365802
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,100.1078223
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,95.55724821
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,92.27556539
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,89.78817291
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,88.66078954
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,89.67470797
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,90.81894967
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,91.07552396
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,91.08083085
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,92.28630728
ESP,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,93.73960648
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,87.66384292
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,88.01792568
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,83.85257506
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,87.29269759
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,89.4519983
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,93.86060558
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,98.63094036
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,99.73055319
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,102.0415846
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,107.5418109
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,108.6304959
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,84.95121158
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,96.5108746
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,98.1508388
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,98.51313158
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,101.0520568
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,86.59969029
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,86.82687597
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,83.8357468
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,87.38644367
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,89.73541307
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,94.30998427
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,99.27354973
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,100.3900627
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,102.7201999
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,108.5781701
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,110.1443141
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,88.57607466
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,100.6289878
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,98.63038468
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,102.716681
