Author	n (strains)	publication title	journal	publication URL	strains
Joseph Fauver et al	10	unknown	unknown	unknown	hCoV-19/DominicanRepublic/Yale-6298/2021,hCoV-19/USA/CT-Yale-2844/2021,hCoV-19/DominicanRepublic/Yale-5487/2021,hCoV-19/DominicanRepublic/Yale-6285/2021,hCoV-19/USA/CT-Yale-5665/2021,hCoV-19/USA/CT-Yale-7255/2021,hCoV-19/USA/VI-Yale-7877-/2021,hCoV-19/USA/PR-Yale-7945-/2021,hCoV-19/USA/VI-Yale-6545/2021,hCoV-19/USA/VI-Yale-6039/2021
Victor Virgilio Calderón et al	1	unknown	unknown	unknown	hCoV-19/DominicanRepublic/UNIBE002/2021
Maria Stella López et al	3	unknown	unknown	unknown	hCoV-19/Colombia/SUC-CWOHC-VG-PSEC01484B/2021,hCoV-19/Colombia/ANT-CWOHC-VG-SEC01343Q/2021,hCoV-19/Colombia/ANT-CWOHC-VG-PSEC01440J/2021
Jing Zhang et al	1	unknown	unknown	unknown	hCoV-19/USA/AR-CDC-4115608-001/2021
Simón Villegas Velásquez et al	1	unknown	unknown	unknown	hCoV-19/Colombia/ANT-CWOHC-VG-PSEC01365M/2021
Fernanda Zurita et al	2	unknown	unknown	unknown	hCoV-19/Ecuador/USFQ-1962/2021,hCoV-19/Ecuador/USFQ-1468/2021
Antoine Bridier-Nahmias et al	1	unknown	unknown	unknown	hCoV-19/France/IDF_HB_112002103234/2020
Maria Victoria Elizondo et al	4	unknown	unknown	unknown	hCoV-19/Uruguay/UY-NYUMC876/2020,hCoV-19/Uruguay/UY-NYUMC939/2020,hCoV-19/Uruguay/UY-NYUMC857/2020,hCoV-19/Uruguay/UY-NYULH2032/2021
Nathalia Ballesteros et al	1	unknown	unknown	unknown	hCoV-19/Colombia/AMA-GUR-06743/2020
Péter Urbán et al	1	unknown	unknown	unknown	hCoV-19/Hungary/SRC-00572w/2020
Gustavo Cilla Eguiluz et al	1	unknown	unknown	unknown	hCoV-19/Spain/PV-IBV-98008454/2020
Njouom Richard et al	2	unknown	unknown	unknown	hCoV-19/Cameroon/Bafoussam-20v-8575/2020,hCoV-19/Cameroon/Ebolowa-20v-13106/2020
Lauren Cowley et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/G-38/2020
Sanaâ Lemriss et al	1	unknown	unknown	unknown	hCoV-19/env/Morocco/SW5/2020
Silvia Fillo et al	2	unknown	unknown	unknown	hCoV-19/Italy/LAZ-AMC-2009145026-DS/2020,hCoV-19/Italy/CAL-AMC-21042426-DS/2021
Mfoutou Mapanguy Claujens Chastel et al	10	unknown	unknown	unknown	hCoV-19/Congo/FCRM-59-A9-26-04/2021,hCoV-19/Congo/FCRM-51-A33-01-07/2021,hCoV-19/Congo/FCRM-02-BOM35/2021,hCoV-19/Congo/FCRM-07-A30-26-06/2021,hCoV-19/Congo/FCRM-18-A31-21-05/2021,hCoV-19/Congo/FCRM-37-A5.01.07/2021,hCoV-19/Congo/FCRM-29-A2-26-06/2021,hCoV-19/Congo/FCRM-39-A14-12-07/2021,hCoV-19/Congo/FCRM-49-A23-01-07/2021,hCoV-19/Congo/FCRM-46-9091/2021
Subangkit et al	2	unknown	unknown	unknown	hCoV-19/Indonesia/JK-NIHRD-MI2105505/2021,hCoV-19/Indonesia/JB-NIHRD-WGS03458/2021
Łukasz Madej et al	1	unknown	unknown	unknown	hCoV-19/Poland/PL_RCNT_Z40836/2020
Thomas Demuyser et al	1	unknown	unknown	unknown	hCoV-19/Belgium/MR71NY2535/2020
Alpha Kabinet KEITA et al	1	unknown	unknown	unknown	hCoV-19/Guinea/CERFIG-1338/2020
Linda Mendoza et al	2	unknown	unknown	unknown	hCoV-19/Guatemala/GUA-LNS-48174/2020,hCoV-19/Guatemala/GUA-LNS-54359/2020
Radko Avi et al	1	unknown	unknown	unknown	hCoV-19/Estonia/Cov7316/2021
Fabiola Garces-Ayala et al	1	unknown	unknown	unknown	hCoV-19/Mexico/YUC-InDRE-95/2020
Lukas Endler et al	14	unknown	unknown	unknown	hCoV-19/Austria/CeMM1350/2020,hCoV-19/Austria/CeMM8596/2021,hCoV-19/env/Austria/CeMM7307/2021,hCoV-19/Austria/CeMM12205/2021,hCoV-19/Austria/CeMM10915/2021,hCoV-19/Austria/CeMM9078/2021,hCoV-19/Austria/CeMM8434/2021,hCoV-19/Austria/CeMM9136/2021,hCoV-19/Austria/CeMM8623/2021,hCoV-19/Austria/CeMM11933/2021,hCoV-19/env/Austria/CeMM14411/2021,hCoV-19/env/Austria/CeMM14402/2021,hCoV-19/Austria/CeMM13790/2021,hCoV-19/Austria/CeMM13476/2021
Senjuti Saha et al	2	unknown	unknown	unknown	hCoV-19/Bangladesh/CHRF-0011/2020,hCoV-19/Bangladesh/CHRF-0081/2020
Ruth Ann Luna et al	1	unknown	unknown	unknown	hCoV-19/Belize/BZ-CML-TCMC-BZ006-0920/2020
Jeong-Ah Kim et al	3	unknown	unknown	unknown	hCoV-19/SouthKorea/KDCA4925/2021,hCoV-19/SouthKorea/KDCA5118/2021,hCoV-19/SouthKorea/KDCA5618/2021
Alan K.L. Tsang et al	10	unknown	unknown	unknown	hCoV-19/HongKong/VM21029196/2021,hCoV-19/HongKong/VM21033537/2021,hCoV-19/HongKong/VM20061555/2020,hCoV-19/HongKong/CM21000337/2021,hCoV-19/HongKong/VM21022821/2021,hCoV-19/HongKong/VM21022578/2021,hCoV-19/HongKong/CH21073563/2021,hCoV-19/HongKong/CM21000466/2021,hCoV-19/HongKong/CM21000434/2021,hCoV-19/HongKong/VM21036313/2021
S. Calvignac-Spencer et al	1	unknown	unknown	unknown	hCoV-19/CentralAfricanRepublic/326/2021
Gédéon Prince Manouana et al	9	unknown	unknown	unknown	hCoV-19/Gabon/CERMEL-DD0149/2021,hCoV-19/Gabon/CERMEL-DD0336/2021,hCoV-19/Gabon/CERMEL-S0884/2021,hCoV-19/Gabon/CERMEL-S0840/2021,hCoV-19/Gabon/CERMEL-DD0321/2021,hCoV-19/Gabon/CERMEL-DD0590/2021,hCoV-19/Gabon/CERMEL-CC0499/2021,hCoV-19/Gabon/CERMEL-DD0318/2021,hCoV-19/Gabon/CERMEL-BB0042/2021
Wojciech Branicki et al	1	unknown	unknown	unknown	hCoV-19/Poland/PL_P6/2020
Petr Klempt et al	1	unknown	unknown	unknown	hCoV-19/CzechRepublic/IAB20_016_090/2020
Githinji et al 2020 et al	1	unknown	unknown	unknown	hCoV-19/Kenya/C7949/2020
Eric A Lelo et al	1	unknown	unknown	unknown	hCoV-19/Kenya/ICGEB-KEMRI-3_S19_S3_S17_S22/2020
Katarina Prosenc (Laboratory for Virology) et al	1	unknown	unknown	unknown	hCoV-19/Slovenia/LabVir-4952/2020
Collins M. Morang'a et al	23	unknown	unknown	unknown	hCoV-19/Ghana/WACCBIP-GS741/2021,hCoV-19/Ghana/WACCBIP-GS857/2021,hCoV-19/Ghana/WACCBIP-GS387/2020,hCoV-19/Ghana/WACCBIP-GS1064/2021,hCoV-19/Ghana/WACCBIP-GS1052/2021,hCoV-19/Ghana/WACCBIP-GS856/2021,hCoV-19/Ghana/WACCBIP-GS892/2021,hCoV-19/Ghana/WACCBIP-GS1000/2021,hCoV-19/Ghana/WACCBIP-GS776/2021,hCoV-19/Ghana/WACCBIP-GS785/2021,hCoV-19/Ghana/WACCBIP-GS767/2021,hCoV-19/Ghana/WACCBIP-GS481/2020,hCoV-19/Ghana/WACCBIP-GS479/2020,hCoV-19/Ghana/WACCBIP-GS35/2020,hCoV-19/Ghana/WACCBIP-GS905/2021,hCoV-19/Ghana/WACCBIP-GS1036/2021,hCoV-19/Ghana/WACCBIP-GS1094/2021,hCoV-19/Ghana/WACCBIP-GS1218/2021,hCoV-19/Ghana/WACCBIP-GS1030/2021,hCoV-19/Ghana/WACCBIP-GS1244/2021,hCoV-19/Ghana/WACCBIP-GS1160/2021,hCoV-19/Ghana/WACCBIP-GS965/2021,hCoV-19/Ghana/WACCBIP-GS1045/2021
Dr Ndodo Nnaemeka et al	10	unknown	unknown	unknown	hCoV-19/Nigeria/NCDC-FCT-10T/2021,hCoV-19/Nigeria/NCDC-NR94/2021,hCoV-19/Nigeria/NCDC-NR15/2021,hCoV-19/Nigeria/NCDC-NR06/2021,hCoV-19/Nigeria/NCDC-NR192/2021,hCoV-19/Nigeria/NCDC-NR98/2021,hCoV-19/Nigeria/NCDC-NR13/2021,hCoV-19/Nigeria/NCDC-NR01/2021,hCoV-19/Nigeria/NCDC-NR74/2021,hCoV-19/Nigeria/NCDC-NR143/2021
Freeman et al	1	unknown	unknown	unknown	hCoV-19/USA/SC-DHEC-1643/2021
Foster et al	18	unknown	unknown	unknown	hCoV-19/Australia/NSW-R0278/2021,hCoV-19/Australia/NSW2903/2020,hCoV-19/Australia/NSW-SAVID-4811/2021,hCoV-19/Australia/NSW-R0223/2021,hCoV-19/Australia/NSW-SAVID-4085/2020,hCoV-19/Australia/NSW4670/2021,hCoV-19/Australia/NSW-R0230/2021,hCoV-19/Australia/NSW4604/2021,hCoV-19/Australia/NSW4327/2021,hCoV-19/Australia/NSW-R0245/2021,hCoV-19/Australia/NSW-R0221/2021,hCoV-19/Australia/NSW-SAVID-4935/2021,hCoV-19/Australia/NSW-R0501/2021,hCoV-19/Australia/NSW4789/2021,hCoV-19/Australia/NSW-R0270/2021,hCoV-19/Australia/NSW4666/2021,hCoV-19/Australia/NSW4668/2021,hCoV-19/Australia/NSW-R0249/2021
Omar Elahmer-Abdulla Bashein- Rahma Algheriani-Ahlam Alarif et al	6	unknown	unknown	unknown	hCoV-19/Libya/EMC-9/2021,hCoV-19/Libya/EMC-7/2021,hCoV-19/Libya/EMC-10/2021,hCoV-19/Libya/EMC-6/2021,hCoV-19/Libya/EMC-5/2021,hCoV-19/Libya/EMC-11/2021
Joseph Francis Wamala et al	19	unknown	unknown	unknown	hCoV-19/SouthSudan/UG712/2021,hCoV-19/SouthSudan/UG575/2021,hCoV-19/SouthSudan/UG714/2021,hCoV-19/SouthSudan/UG573/2021,hCoV-19/SouthSudan/UG571/2021,hCoV-19/SouthSudan/UG580/2021,hCoV-19/SouthSudan/UG570/2021,hCoV-19/SouthSudan/UG713/2021,hCoV-19/SouthSudan/UG569/2021,hCoV-19/SouthSudan/UG695/2021,hCoV-19/SouthSudan/UG688/2021,hCoV-19/SouthSudan/UG693/2021,hCoV-19/SouthSudan/UG685/2021,hCoV-19/SouthSudan/UG706/2021,hCoV-19/SouthSudan/UG700/2021,hCoV-19/SouthSudan/UG697/2021,hCoV-19/SouthSudan/UG692/2021,hCoV-19/SouthSudan/UG703/2021,hCoV-19/SouthSudan/UG576/2021
Mili Sheth et al	16	unknown	unknown	unknown	hCoV-19/USA/SC-CDC-2-4451579/2021,hCoV-19/USA/MP-CDC-2-4084438/2021,hCoV-19/USA/AR-CDC-2-4194869/2020,hCoV-19/USA/GU-CDC-2-4524556/2021,hCoV-19/USA/KS-CDC-2-4449364/2021,hCoV-19/USA/OK-CDC-2-4395058/2021,hCoV-19/NorthernMarianaIslands/MP-CDC-2-4392999/2021,hCoV-19/USA/GU-CDC-2-4651466/2021,hCoV-19/USA/GU-CDC-2-4611176/2021,hCoV-19/USA/RI-CDC-2-4595043/2021,hCoV-19/USA/VI-CDC-2-4420272/2021,hCoV-19/USA/GU-CDC-2-4356519/2021,hCoV-19/NorthernMarianaIslands/MP-CDC-2-4634175/2021,hCoV-19/NorthernMarianaIslands/MP-CDC-2-4634281/2021,hCoV-19/USA/MI-CDC-2-4634989/2021,hCoV-19/USA/SD-CDC-4182402-001/2021
Lorusso A et al	2	unknown	unknown	unknown	hCoV-19/Italy/ABR-IZSGC-273981/2021,hCoV-19/Italy/ABR-IZSGC-TE6218/2020
S. Wesley Long et al	1	unknown	unknown	unknown	hCoV-19/USA/TX-HMH-908/2020
Lindsey Bodnar et al	2	unknown	unknown	unknown	hCoV-19/USA/NJ-PHEL-20-19459/2020,hCoV-19/USA/NJ-PHEL-V21007728/2021
